category,canneal
runtime,9.602808952331543
l2miss,9442458.679245284
l3miss,2226417.5471698116
instructions,618741326.9811321
cycles,985967017.3584905
stall_cycles,612600982.4528302
intra_coh,0.0
inter_coh,0.0
wall_cycles,2137473980.3773584
llc_size,36345894.641509436
local_mem,120005071.69811322
remote_mem,1508564.5283018867
