category,canneal
runtime,14.420936346054077
l2miss,6869457.697841726
l3miss,1645157.8417266186
instructions,468164647.3381295
cycles,738938377.9856116
stall_cycles,459267456.4028777
intra_coh,0.0
inter_coh,0.0
wall_cycles,2103707085.6115108
llc_size,35903826.87769784
local_mem,87450484.02877697
remote_mem,575208.0575539569
