category,streamcluster
runtime,4.932530403137207
l2miss,28860199.06976744
l3miss,81529.30232558139
instructions,1929871250.2325583
cycles,1227052657.6744184
stall_cycles,244556694.8837209
intra_coh,0.0
inter_coh,0.0
wall_cycles,2103482345.5813954
llc_size,129547.90697674418
local_mem,91445.58139534884
remote_mem,2621440.0
