category,canneal
runtime,10.6366548538208
l2miss,8262225.61983471
l3miss,1982829.0909090908
instructions,518527482.1487603
cycles,939815518.1818181
stall_cycles,622254742.8099173
intra_coh,0.0
inter_coh,0.0
wall_cycles,2128683676.3636363
llc_size,37214157.22314049
local_mem,104467633.71900827
remote_mem,1375714.3801652894
