category,canneal
runtime,6.628307580947876
l2miss,14829744.923076924
l3miss,3470043.384615385
instructions,969023084.0
cycles,1398302422.7692308
stall_cycles,816609532.9230769
intra_coh,0.0
inter_coh,6.153846153846154
wall_cycles,2103858855.6923077
llc_size,36747547.56923077
local_mem,178358744.6153846
remote_mem,1532534.153846154
