category,streamcluster
runtime,1.6268446445465088
l2miss,53816340.0
l3miss,168616.84210526317
instructions,3603142452.631579
cycles,2016503609.473684
stall_cycles,248115077.89473683
intra_coh,0.0
inter_coh,0.0
wall_cycles,2292536477.894737
llc_size,13797.052631578947
local_mem,206955.7894736842
remote_mem,137970.52631578947
