instructions:u,cycles:u
1896102,1004673
6588348,2304903
6976798,2307102
4922193,1947195
6359080,2264724
6144435,2190762
1203310,899556
5210579,2081910
940810,949888
984119,906052
907644,862412
941298,882229
968236,900362
989853,899819
1424145,1011714
874292,850719
912336,862074
927619,844452
948549,881181
982084,877276
991152,900277
1431261,971322
897996,864698
935387,876149
1069385,906039
926992,840613
1433822,1006607
1100584,941572
1404138,997357
954106,879861
966858,869840
1076681,881536
945939,864029
1479281,1073260
986269,876491
954518,874651
1059899,906125
983558,879827
1376158,985696
1149539,958639
1023334,883289
1038338,891513
1007425,838477
1530580,1073724
1060259,917039
1072418,907994
1087752,913514
1057414,894537
1137393,934829
1265240,969100
1093315,945223
1300437,973320
1133032,874850
1392309,1044176
1134950,943201
1278770,945183
1302002,969610
1292262,963643
1281491,975056
1342138,947498
1225086,941842
1254178,984976
1224144,931905
1329162,966866
1251782,902666
1411913,1018208
1448459,1005112
1397531,957084
1440533,964522
1292322,954984
1174198,949882
1236106,905278
1027871,907713
1566468,1018745
1303189,924734
1160460,916376
1348031,954909
999160,902205
1477286,962754
1384226,975644
1257358,946637
1368836,945027
1073236,888105
1265044,943193
1427931,976368
1537378,992670
1524566,1023520
1425540,962783
1209043,900309
1252494,923478
1122453,887665
1649699,1052397
1614429,1043317
1558907,1060914
1493195,984562
1256585,918177
1389286,1020957
1014731,879376
1321282,948452
1537906,1025259
1462338,971307
1329054,944577
1315132,934266
1082436,821193
1342099,944770
1526451,1005599
1715477,1052280
1308405,974800
1327394,976010
1295762,961387
1291359,981252
1251023,958263
1462863,938341
1306044,934797
1336974,942134
1150553,931193
1734797,1104200
1499345,938889
1266112,971127
1358432,970380
1237205,943283
1677210,1057816
1780799,1086320
1434830,1022425
1733950,1055141
1583255,1027596
1684333,1048989
1370965,954477
1219986,962075
1349712,1002025
1251950,966331
1241241,884769
1259307,972994
1436224,972646
1451638,987156
1426895,970828
1311986,986576
1273584,958461
1319367,954089
1569616,920452
1461606,1020705
1531157,982734
1233372,943298
1404674,984518
1772142,1073710
1465888,1000959
1261735,929272
1653816,1073232
1226469,934549
1522335,1094981
1757882,1062281
1546269,993964
1099834,907649
1657927,1010357
1290429,945651
1267283,959535
1485432,1004920
1841884,1102503
1311136,982347
1265193,983137
423406,479294
1569519,959157
1318528,1024371
1279348,962560
1485124,1035623
1783153,1026108
1558135,1003586
1302279,933182
1751137,1073485
1218422,980917
1352074,954893
1230387,946134
1449549,995692
1484795,973724
1314226,931723
1759921,1061613
1319614,963216
1493020,1032360
1874744,1081387
1630251,1047409
1374974,971755
1820438,1112732
1390449,993888
1511640,1008171
1940292,1076105
1742528,1045704
1134829,903446
1771910,1106262
1445996,994770
1119028,884850
1261350,978013
1588803,946267
1666819,1049984
1363268,977617
1741109,1069988
1445617,1010303
1608195,1064522
2022606,1164328
1640218,1018697
1414077,1000613
1890605,1090865
1477291,1021773
1444205,981481
966259,832624
1643206,970046
1747292,1106809
1446965,961794
1823946,1071152
1519832,1075416
1684470,1108906
2027731,1113969
1788029,1045063
1524474,1008539
1556124,990410
1367085,975478
1289659,978815
1360082,933811
2075851,1134981
1727934,1052210
1507733,1003719
1962572,1152283
1329122,1000201
1519657,1045481
2091455,1096980
1972452,1129962
1193517,961717
1481062,1011140
1331236,961030
1229684,941975
1371409,942438
2163571,1193451
1810233,1037693
2181843,1220632
1385511,1011368
1438638,997922
2208716,1117642
1927997,1139430
1267793,967592
