category,canneal
runtime,8.822818040847778
l2miss,9787151.111111112
l3miss,2375795.3535353537
instructions,618574548.6868687
cycles,926701957.1717172
stall_cycles,554217208.6868687
intra_coh,0.0
inter_coh,0.0
wall_cycles,2139215983.2323232
llc_size,34916786.42424242
local_mem,116429006.86868685
remote_mem,1813824.6464646466
