category,canneal
runtime,3.9164464473724365
l2miss,15421202.461538462
l3miss,3701522.4615384615
instructions,980731538.4615384
cycles,1440813311.076923
stall_cycles,848030955.6923077
intra_coh,0.0
inter_coh,0.0
wall_cycles,2158746557.846154
llc_size,36280729.6
local_mem,183742779.0769231
remote_mem,3004573.538461538
