category,streamcluster
runtime,1.790339469909668
l2miss,47457935.83333333
l3miss,146707.5
instructions,3188566840.833333
cycles,1837615455.8333335
stall_cycles,259046538.3333333
intra_coh,0.0
inter_coh,0.0
wall_cycles,2223212711.6666665
llc_size,19114.666666666668
local_mem,218453.3333333333
remote_mem,163840.0
