category,canneal
runtime,3.9313321113586426
l2miss,15472889.393939395
l3miss,3632530.9090909087
instructions,970495247.2727274
cycles,1450676912.7272727
stall_cycles,863926090.0
intra_coh,0.0
inter_coh,0.9090909090909092
wall_cycles,2146175058.4848485
llc_size,36347655.75757576
local_mem,189240164.84848484
remote_mem,1946220.606060606
