category,canneal
runtime,2.8629531860351562
l2miss,22283452.27272727
l3miss,5335572.727272727
instructions,1363242646.818182
cycles,2038719619.5454547
stall_cycles,1212629190.0
intra_coh,0.0
inter_coh,0.0
wall_cycles,2183199145.0
llc_size,35131764.36363637
local_mem,285707170.9090909
remote_mem,2502283.6363636367
