category,canneal
runtime,2.854504108428955
l2miss,22132909.545454547
l3miss,5328541.818181817
instructions,1371898745.4545453
cycles,2035918063.6363637
stall_cycles,1209038399.090909
intra_coh,0.0
inter_coh,1.8181818181818183
wall_cycles,2175234461.363636
llc_size,35726056.72727273
local_mem,268638021.8181818
remote_mem,2204392.7272727275
