category,canneal
runtime,5.3967437744140625
l2miss,14075271.594202898
l3miss,3292709.855072464
instructions,908875488.405797
cycles,1307263338.2608695
stall_cycles,764182371.884058
intra_coh,0.0
inter_coh,0.0
wall_cycles,2150208762.0289855
llc_size,33723495.88405797
local_mem,169291835.3623188
remote_mem,2127545.507246377
