category,canneal
runtime,33.32891607284546
l2miss,3729923.8095238097
l3miss,924968.7619047619
instructions,238666307.42857143
cycles,449999152.57142854
stall_cycles,306125516.95238096
intra_coh,0.0
inter_coh,0.0
wall_cycles,2103689310.6666665
llc_size,35913103.84761905
local_mem,51916995.047619045
remote_mem,362008.38095238095
