category,canneal
runtime,6.620192766189575
l2miss,14186055.211267605
l3miss,3388944.788732394
instructions,876108226.1971831
cycles,1298191835.2112677
stall_cycles,769535102.2535211
intra_coh,0.0
inter_coh,0.0
wall_cycles,2146456920.8450704
llc_size,34284558.42253521
local_mem,180879360.0
remote_mem,1532250.1408450704
