instructions:u,cycles:u
1873955,992143
6516082,2290753
7015373,2317432
4949322,1953802
6352992,2264691
6002863,2153299
1374216,948992
4596225,1880647
1186669,953713
858121,883762
995271,921438
1051001,915815
1102907,967362
980541,893044
1108877,929789
1166400,970105
1051302,944368
987460,835607
949570,868368
976065,874327
988572,887937
1219127,938123
957430,897797
1096168,905397
1068802,919125
918035,869528
1348810,1014940
94513,53073
979624,883556
1149323,918149
1013807,901192
992689,912305
1193043,976089
1119659,901508
1363238,1007203
116595,68396
908,33034
991194,878535
1001265,892492
1017730,876020
990809,869528
1500397,995683
1016910,875857
1035757,862097
1016070,756327
353955,518806
1099963,968245
1389154,942248
1058841,911360
1070000,914251
1087770,924234
1020302,877525
1134139,910783
149919,194464
1350554,945677
1098830,922437
1109077,898796
1123487,896985
1336264,967541
1237394,944480
1357652,974229
1106897,651067
781093,775963
1208677,945009
1274502,978753
1218519,924463
1304673,949268
1423067,995767
1356071,925668
1100095,633406
1137207,912700
1151977,918637
1307123,993970
1395910,1000256
1228410,931406
1261591,956127
1262121,982379
1685301,1143507
1242281,929352
1336513,976301
1412362,996826
1203434,927069
1152711,963460
1399762,951173
1254447,925542
1914231,1565513
1390198,1009857
1039436,919725
1261798,942661
1413669,1011471
1512517,970920
1460798,1008194
1425245,979518
1093739,687395
5280,48963
1250684,925268
1123191,900526
1653092,1027458
1359329,987088
1181629,923212
1276663,959366
1428646,968557
2066440,1235876
1007863,895550
1287083,979255
1251394,922691
1276419,947704
1262274,911130
1324277,973410
1339550,962716
1866860,1311220
1518270,1096343
1631369,1019489
1509981,1006823
1745205,1063955
1201431,980199
1321025,934819
1308294,937237
537510,224772
0,0
491487,641601
1125167,857028
1313277,960015
1164266,936121
1668912,1047191
1565911,983253
1315179,953413
1349789,946656
900737,588845
1340159,951696
1324042,968511
1449054,974720
1327297,949896
1768747,1070945
1516638,970679
1636603,1042743
1198395,694222
584219,679460
1170659,950636
1373574,986521
1308260,980393
1315050,931247
1681382,1007834
1514318,990891
1047271,855329
500,6117
1491881,949353
1261014,1003115
1414653,967659
1757037,1099242
1471126,1005722
1623384,1038407
1239999,940671
198088,265695
1290626,863402
1770999,1069697
1465854,1012357
1261700,932790
1648103,1046014
1226450,931822
1441098,968851
1786957,1010887
976885,821627
1198360,962504
1176615,948210
1359132,953489
1238329,947020
1270054,993158
1383046,940520
1644836,809620
27528,104467
1598526,1008079
1109086,915247
1715609,1103504
1168153,958195
1189215,927736
1169974,926461
1121168,928420
1625873,943021
1527848,1039976
1240502,930197
1677950,1046460
1321037,973405
1531505,1031355
1912769,1128125
1593833,1034673
1340104,949608
369022,454292
1616710,984744
1318370,991524
1495891,992831
1876614,1079066
1626046,1020421
1374293,966101
1820424,1121399
190217,234453
1369922,977002
1497161,1004663
1893318,1086999
1742963,1098953
1134817,914602
1830870,1108311
1434051,998554
1502884,995955
313371,398499
1942235,1087677
1604257,1002841
1341000,985204
1867300,1116483
1450737,1010645
1612245,1091830
1932213,1058515
1703430,996430
927037,810113
1182260,954125
1528604,945305
1475992,1056511
1538473,1009985
2006390,1156378
1764814,1079979
1372202,809506
28073,106955
1930317,1078610
1532163,1046608
1225876,939793
1140724,943327
1747861,996740
1704402,1007322
1451649,1016482
2150211,1354312
1485871,962222
1605125,1047965
2131937,1163918
1819985,1099271
1467172,968120
1948579,1101577
1329095,980165
1525201,1058472
1579137,968003
1280121,944746
1613427,972040
1192839,949623
1986855,1042573
1406633,1014989
1524221,1057975
2109543,1038966
72,11200
1907735,1144598
1280351,921458
1397253,1026025
1277784,960236
1464350,1021328
347,2326
None,None
None,None
872456,427237
1411415,921403
1884210,1124361
1484087,968003
2137225,1215332
1373149,1025996
1488077,1035794
2238582,1127960
2056465,1209374
1064074,888652
1303453,945187
1468616,968503
1386866,975073
1286656,996391
1456318,965419
2223047,1197342
1977030,1005403
811269,787282
1064383,913925
1967385,1088324
1405610,989222
1245983,952950
1519561,1036711
2335738,1257416
1930348,1071134
253595,336502
1566591,978101
2238653,1199597
1475360,1043141
1559943,1052895
2287539,1137956
2065801,1147071
1424755,981947
2601164,1421680
1396353,1046032
1169714,907008
1215717,962533
2057989,1082367
1923823,985032
1692369,1098869
2316000,1271082
1512396,928014
794782,788938
1294796,956346
2278582,1141741
2064076,1122153
1256440,973012
2401889,1307463
1517367,992280
1568628,1000148
5280,50966
2215446,1236433
1356881,936097
1449435,969529
1646804,1018338
2265904,1133400
1600206,1066152
1653433,1106680
2400106,1150180
8908,70305
2180934,1166557
1296820,952497
1168882,919492
2080624,1121828
1528041,1005565
1617901,1091695
2547860,1305660
2138151,1079915
33349,124781
1788524,1032548
2049612,1148077
1187506,919577
1357414,958742
1635120,1070456
2451557,1198746
2213847,1250597
1818773,995576
371488,541299
2411818,1223861
1655980,1048873
3893833,1766858
5268584,2304325
877144,807589
310820,534145
171099,233226
68923,93089
567552,792979
718435,858257
826284,922790
614460,691869
761339,848545
462713,656289
3632165,2217006
1328271,1052461
61962,121974
972290,1006437
1006321,1014380
2775131,1733717
2659492,2109015
4746013,1927335
4653458,1994637
2940482,1954902
2851152,1916611
3058076,1974416
3023683,1908682
3111026,2027432
3297386,2008106
2883580,2262692
1665487,1963151
2991634,2219624
2957202,2160712
2859484,2008838
1071614,856851
2415602,2104524
2587060,2166844
2724724,1979460
3007235,2103714
2892916,2064440
2772767,2219083
12336,5227
None,None
1956994,1640139
2725409,2195987
2617270,2143425
2976132,2161711
2661639,2165812
2731890,2226606
2218498,2140196
3476594,2290573
1463928,1207220
2218053,2013236
3365050,2237555
2835081,2043946
2551449,2199964
3160509,2263311
2357781,2216650
2366482,2201196
215318,253291
48056,139404
3606042,3291389
4005740,3929003
4268376,4016828
5254755,4282830
4677604,4643910
2326616,2014376
2836603,2499813
2445655,2377440
2215140,2653045
2979513,2914674
3228589,2087241
2138779,2199236
None,None
186268,242730
3555156,3098716
2784664,2170477
2185925,2162739
3716602,3691836
3299085,3081939
3887145,3578499
2033822,2575648
6349028,2345908
7063782,2346517
2655298,2166015
2215912,2269148
2102130,2292959
2118956,2242324
2180553,2275991
1957760,2237002
2074787,2229767
3906065,4276050
3269731,3033229
5623778,5136518
4830615,3891718
5544435,3576633
4884495,4063146
12143428,9683453
4366142,3973643
4234423,4291703
7486446,6671718
3801388,3941046
4315013,4204329
3874425,4014250
4023587,3250847
4225096,3992900
14913603,12725423
1380414,1668996
None,None
None,None
None,None
None,None
199057,253901
3248365,2839916
4395648,4238420
3203365,3515615
2698915,2193540
2767612,2164748
4771742,2320497
1462013,1538842
8621804,7457004
3818508,4246214
3886546,3578101
8058899,6834484
4793634,3966887
4574817,2599852
4367847,1978892
4149091,4160718
6276590,6169921
3526560,3981652
3015468,3037733
8210465,7182311
3720411,4058965
5304157,4362620
4567789,4133509
5428119,4272198
2515749,2564391
2679201,2850016
3005436,3055676
3762193,3458203
3190231,3401269
4064588,3035260
14183896,9840437
5678974,4304253
6657350,5609131
3175282,2238457
722776,776149
0,0
1303543,772311
545727,696695
366197,540018
3934072,1731153
7000058,2347610
1278,36296
922617,884356
268044,558755
360968,675705
1194325,1030900
944182,930169
1073511,866734
441186,718626
1631814,1129246
468219,727791
643216,997425
461721,711627
786888,951439
450196,688620
669891,822103
492872,746722
790587,992635
30983118,11302976
2910196,1563813
4196796,2351561
4063504,2365243
3690656,2333942
3885618,2286686
3973571,2383074
3767583,2383219
3938453,2384232
1650876,1001346
3268759,2178857
3778503,2404074
3854046,2274823
4145908,2406858
3959203,2386117
3912986,2380015
1079767,718787
None,None
1847079,1225204
3649591,2304570
3818686,2388812
3963230,2383374
3992689,2379891
3911664,2366456
4048251,2383174
4105780,2380105
3225784,1811834
2667597,1548827
4074066,2390105
4131053,2384246
3812712,2367200
4126164,2384399
3811436,2380377
3057989,1917002
None,None
None,None
3790380,2285146
3898445,2357754
3988348,2386132
4104610,2383093
3799025,2305831
4023493,2384410
4122804,2391527
4176139,2382562
1697868,978004
3993150,2401738
3702713,2387656
3915563,2310789
3846157,2384933
4058777,2384384
3963119,2387163
1383684,782512
None,None
1139194,656014
3805418,2302114
3848475,2385704
3880571,2388278
3836675,2384979
3809652,2367612
3971707,2394096
4007362,2384078
3129813,1866656
2764324,1699750
3909377,2383344
4081275,2384803
4029895,2366594
4035265,2388335
3980411,2381997
3905110,2306324
4095270,2383216
3956621,2390246
3852535,2388906
4012586,2373377
4034034,2383550
4156865,2388615
3970354,2315518
4044782,2382672
3838150,2399011
3930720,2384109
1805670,1032757
4108941,2382622
3931474,2381254
3971839,2309967
4020015,2381579
3997380,2383278
3907893,2385545
1534747,908672
None,None
815039,495707
3706860,2304393
3834170,2387032
3941086,2383180
3921859,2380003
3964159,2368194
3820435,2388153
4046903,2382050
3647286,2159179
2186645,1254295
4323685,2382583
3602607,2384499
1944368,1122704
None,None
None,None
None,None
None,None
None,None
47111,37834
3589799,2305234
3751523,2363571
3589679,2169892
None,None
None,None
None,None
43233,37063
3720802,2312667
3881312,2385938
3468408,2155492
None,None
None,None
None,None
None,None
43342,39542
3737341,2387558
3148159,1957569
None,None
None,None
None,None
None,None
None,None
1168971,725374
2755481,1749718
3790878,2388062
3961763,2394416
3631316,2213820
None,None
None,None
None,None
None,None
None,None
67829,53748
3757309,2352879
3770975,2386559
3766699,2292657
None,None
None,None
None,None
None,None
None,None
72338,55776
3941539,2386549
3896650,2385674
3698988,2284845
None,None
None,None
None,None
None,None
None,None
43048,35910
3374489,2067231
3927417,2382041
3568720,2161448
None,None
None,None
None,None
None,None
62273,51407
3736368,2385877
3812420,2385634
3651360,2232265
None,None
None,None
None,None
None,None
None,None
1357643,835403
3845378,2327382
13194829,8111747
45698,37211
3416197,2146187
606194,360237
None,None
None,None
None,None
None,None
None,None
None,None
1118868,662933
4053420,2396668
3833897,2384336
2038469,1239650
None,None
None,None
None,None
None,None
None,None
3586471,2160676
1290836,773201
None,None
None,None
None,None
None,None
None,None
None,None
739148,469049
3937276,2388756
3741004,2387875
2411658,1490049
None,None
None,None
None,None
None,None
None,None
2872187,1802682
1674637,1047358
47179,37139
3321502,2045821
3832250,2382633
3513787,2151606
None,None
None,None
None,None
None,None
None,None
1124463,695395
3655492,2206687
3627093,2280331
3947167,2383994
17671883,10589189
3419076,2181151
583469,375971
None,None
None,None
None,None
None,None
None,None
86191,55306
3915582,2386035
3816229,2382725
3838045,2273147
None,None
None,None
None,None
None,None
None,None
1370055,878215
3392930,2037634
None,None
None,None
None,None
None,None
None,None
None,None
None,None
2530792,1630584
3823914,2385301
3872274,2383946
803259,509636
None,None
None,None
None,None
None,None
502916,338120
3746669,2327271
3967860,2367064
3926746,2363807
3844178,2380997
2113265,1339266
None,None
None,None
None,None
1481553,921271
3821229,2384608
3854663,2384425
1947897,1182601
None,None
None,None
None,None
None,None
None,None
2749089,1685692
1539351,985821
None,None
None,None
None,None
None,None
None,None
None,None
992988,614387
3942584,2384766
3812742,2380701
2678339,1666123
None,None
None,None
None,None
None,None
None,None
1952633,1189070
2162025,1286913
None,None
None,None
None,None
None,None
None,None
None,None
279661,183839
3971281,2387980
3812072,2382174
3326566,2074879
1765025,1159487
3779836,2382854
3700952,2382259
3904077,2368549
3981470,2391593
4028870,2380737
3822322,2314486
3851220,2383849
4068394,2380999
5643683,3448832
3943284,2254408
3992142,2384980
3574246,2190286
None,None
None,None
None,None
None,None
None,None
1547914,957293
3774807,2310690
3920700,2384444
4017875,2382221
4154867,2384029
1419398,853008
None,None
None,None
None,None
2573465,1626238
4054030,2380507
4069290,2380753
1218513,730428
None,None
None,None
None,None
None,None
0,5087
3615420,2242408
3845270,2367221
3933028,2388305
3847577,2382077
2588370,1633591
None,None
None,None
None,None
1382004,850097
4043289,2386839
3876078,2383571
2233563,1372787
None,None
None,None
None,None
None,None
None,None
3333272,2021752
3992140,2366871
3954687,2394711
3998194,2382137
