instructions:u,cycles:u
1946069,1017771
6566210,2312878
7024826,2324130
5135511,2035240
6418653,2290690
6305682,2243950
760763,839084
5298672,2113490
853121,901404
889037,857093
907813,874715
941107,885393
968846,896403
990211,929869
1423657,1045961
874007,874342
912282,877858
929076,851053
952173,901227
975302,881969
989757,912145
1432364,1002368
898103,869252
935365,891430
1068710,893028
920535,842848
1439129,1033411
1100210,942786
1234942,954582
1053613,961945
1035306,863946
1076729,922508
945182,882864
1479024,1055869
985789,863256
999663,889819
1014003,900056
983007,885828
1360176,988060
1164261,979387
1022990,893824
1038095,896557
1007242,854296
1529946,1061454
1060404,924726
1072313,915868
1087145,921747
1057419,906942
1136784,886706
1128907,860338
1210335,985136
1286595,972594
1165650,881484
1271861,967196
1252839,1003385
1268879,951088
1306439,978820
1279292,963780
1259654,975341
1341674,966634
1272576,966799
1228363,981289
1247727,954999
1278892,939060
1253211,907579
1346187,958352
1395306,1030086
1412561,969890
1505340,1057462
1288501,941855
1102899,879339
1300561,959908
1011834,882064
1599570,1049399
1340189,959732
1199972,944929
1287493,950302
989531,867479
1594430,1035640
1397936,982899
1218721,944039
1390363,958791
1042526,889898
1266800,935208
1396196,948469
1550266,1023016
1520932,1033751
1427468,989950
1214262,924321
1266308,948778
1180581,928866
1578007,1013479
1610550,1054331
1559067,1068433
1493290,988645
1256208,913054
1396136,969610
1008347,839418
1321511,946635
1548495,1070651
1511301,997779
1281885,930956
1325440,944945
1157635,896120
1234676,741682
484943,645014
1348603,937840
1712327,1125316
1412415,979021
1672116,1068074
1283489,968380
1496195,1045801
1583437,1031640
1285976,940593
1305747,939118
1182942,910934
1660016,1036477
1596917,1022447
1314913,961236
1359450,973871
1185738,890136
1508186,1038113
1222480,960245
1404326,998420
1220812,930713
1748136,1046203
1489109,981600
1602190,1017714
1370911,994039
1220658,939897
1502998,1040443
1184124,935029
1487986,1056695
1705137,1045099
1456566,963127
1059123,891011
1583246,1003805
1263729,959029
1481057,989459
1755765,1071638
1271799,993315
1393766,972275
1130887,917447
1210180,971171
1276775,963165
1431929,761732
1445610,978418
1246159,978775
1578000,1013172
1221003,961242
1514701,1021370
1780299,1113455
1443657,995101
1253277,974220
1494415,1056553
1392800,992125
1179869,955346
1197642,955979
1303232,966208
1350874,884200
1580027,1006310
1112248,937767
1714458,1077569
1316943,937420
1244444,974245
1424840,1011205
1802437,1069564
1555825,1020655
1306284,961131
1751936,1090002
1325817,973812
1540449,1062072
1828947,1066372
1580233,989361
1332088,972264
1786329,1107484
1298468,1015724
1368860,965355
1291923,971443
1392182,983315
1484896,946697
1349007,933255
1711742,1017115
1383621,1040780
1523855,1026458
1958313,1140027
1635567,900536
831931,811134
1167351,947347
1368152,986256
1370015,961798
1564614,1094733
1896624,1047205
1613985,1066246
1407983,1003852
1865330,1118409
1446105,997635
1615834,1093267
2009995,1150643
1623187,993919
1431970,990542
1902322,1139777
1388364,992501
1340779,969879
1228426,967763
1575833,950243
1746337,1074058
1440616,995163
1837777,1101952
1515344,1021250
1680529,1101698
2101013,1182204
1723053,1020242
1516105,978712
1995506,1161060
1223284,970283
1163962,904514
1246116,944215
2060126,1139309
1720596,1023334
1507964,1054271
1929085,1148381
1329213,991791
1526484,1051181
2111938,1148864
1946905,1083879
1193352,887081
None,None
None,None
None,None
None,None
259080,373958
2029791,1130493
1405417,1064916
1524634,1079581
2121276,1123359
1921562,1084895
1827937,1124826
1248140,972795
1178766,953617
1318668,982474
2059570,1089461
1829959,1034794
1541454,1055700
2178689,1210570
1372916,1003624
1555884,1077582
2177172,1132824
2003437,1181855
1273689,982708
1399983,975690
1375787,982868
1315720,964273
1231694,953259
1524554,1057927
2187170,1094523
2016541,1185240
1257908,954486
2277532,1267901
1462442,1025344
1269169,954698
1532991,1008180
2336614,1207705
1466068,989791
1367794,987505
1381364,979037
2026971,1075314
1411262,968414
1505476,1015509
2373441,1254672
1966393,1098701
1657696,993209
415965,612357
2205620,1175637
1433972,998768
1539012,1068751
2406963,1276739
2002897,1093197
1696864,1029822
1941108,1148859
1227881,935807
1208027,963749
1498599,985872
2293933,1173814
2166368,1196685
1283293,968820
2313698,1218568
1592222,1016021
1589234,1073405
1399925,969044
1526922,997298
2011393,1091044
1622224,1005385
2373974,1295328
1603441,1078554
1575549,1024893
2482125,1230224
1649425,1017485
1309779,946991
1388996,976864
2345917,1214800
1496611,983298
1684689,1121484
2459544,1248305
2233229,1160236
1821519,1120863
1345102,951010
1521269,953923
1671506,1081070
1614324,982717
2530646,1327932
2180027,1149125
1852578,1064915
877488,791998
2004072,1102379
1571919,994925
3893472,1781843
5207317,2299245
929142,837141
350530,552514
500413,692832
852406,1098223
551510,859938
477089,648118
1098428,943106
405030,639413
1480223,1023915
602875,810027
852255,951219
1237,7032
1237,3428
77795,150681
2613346,1696285
2281037,2065304
4319380,1892170
5427435,2074387
2861373,1944852
2657164,1926692
