category,streamcluster
runtime,2.4251182079315186
l2miss,36230546.89655173
l3miss,97031.72413793103
instructions,2439123766.896552
cycles,1375433257.2413793
stall_cycles,170537995.86206898
intra_coh,0.0
inter_coh,0.0
wall_cycles,2213833157.2413793
llc_size,79095.1724137931
local_mem,180788.9655172414
remote_mem,90394.4827586207
