category,canneal
runtime,3.4432108402252197
l2miss,17680200.0
l3miss,4210394.285714285
instructions,1114539466.4285715
cycles,1643327280.0
stall_cycles,969850233.5714285
intra_coh,0.0
inter_coh,0.0
wall_cycles,2168211281.785714
llc_size,35249005.71428572
local_mem,209996068.5714286
remote_mem,3300205.714285714
