category,streamcluster
runtime,15.790497303009033
l2miss,9490893.333333334
l3miss,30865.098039215685
instructions,640673436.862745
cycles,456965126.2745098
stall_cycles,123423665.09803921
intra_coh,0.0
inter_coh,0.0
wall_cycles,2162025397.647059
llc_size,59110.901960784315
local_mem,77101.17647058824
remote_mem,102801.56862745098
