starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 02:00:08 2019	1547053208	0	700	700	25
Thu Jan 10 02:00:08 2019	1547053208	1	700	701	176
Thu Jan 10 02:00:08 2019	1547053208	0	700	701	178
Thu Jan 10 02:00:08 2019	1547053208	0	701	702	176
Thu Jan 10 02:00:10 2019	1547053210	1	703	703	471
Thu Jan 10 02:00:07 2019	1547053207	0	704	705	286
Thu Jan 10 02:00:05 2019	1547053205	2	710	712	315
Thu Jan 10 02:00:06 2019	1547053206	0	712	712	38
Thu Jan 10 02:00:06 2019	1547053206	0	713	714	40
Thu Jan 10 02:00:08 2019	1547053208	0	714	714	25
Thu Jan 10 02:00:06 2019	1547053206	0	718	718	122
Thu Jan 10 02:00:06 2019	1547053206	0	718	718	41
Thu Jan 10 02:00:07 2019	1547053207	0	718	719	340
Thu Jan 10 02:00:05 2019	1547053205	0	722	723	602
Thu Jan 10 02:00:07 2019	1547053207	0	728	728	359
Thu Jan 10 02:00:06 2019	1547053206	0	732	732	58
Thu Jan 10 02:00:05 2019	1547053205	2	732	734	5
Thu Jan 10 02:00:09 2019	1547053209	0	743	743	356
Thu Jan 10 02:00:07 2019	1547053207	0	745	746	363
Thu Jan 10 02:00:05 2019	1547053205	2	751	753	471
Thu Jan 10 02:00:07 2019	1547053207	0	752	753	133
Thu Jan 10 02:00:07 2019	1547053207	0	757	758	568
Thu Jan 10 02:00:06 2019	1547053206	0	760	760	54
Thu Jan 10 02:00:09 2019	1547053209	0	762	762	603
Thu Jan 10 02:00:05 2019	1547053205	0	764	765	640
Thu Jan 10 02:00:06 2019	1547053206	0	766	766	54
Thu Jan 10 02:00:10 2019	1547053210	0	766	767	576
Thu Jan 10 02:00:05 2019	1547053205	2	770	772	451
Thu Jan 10 02:00:09 2019	1547053209	0	775	776	550
Thu Jan 10 02:00:08 2019	1547053208	0	779	779	532
Thu Jan 10 02:00:09 2019	1547053209	0	782	782	606
Thu Jan 10 02:00:07 2019	1547053207	1	785	786	657
Thu Jan 10 02:00:07 2019	1547053207	0	786	787	272
Thu Jan 10 02:00:09 2019	1547053209	0	789	789	676
Thu Jan 10 02:00:07 2019	1547053207	0	791	791	342
Thu Jan 10 02:00:07 2019	1547053207	0	797	797	381
Thu Jan 10 02:00:09 2019	1547053209	0	808	808	122
Thu Jan 10 02:00:09 2019	1547053209	1	810	810	122
Thu Jan 10 02:00:05 2019	1547053205	0	811	811	741
Thu Jan 10 02:00:05 2019	1547053205	2	809	811	556
Thu Jan 10 02:00:05 2019	1547053205	2	810	812	555
Thu Jan 10 02:00:05 2019	1547053205	2	811	813	421
Thu Jan 10 02:00:06 2019	1547053206	0	815	815	89
Thu Jan 10 02:00:05 2019	1547053205	2	814	816	286
Thu Jan 10 02:00:06 2019	1547053206	0	821	821	590
Thu Jan 10 02:00:06 2019	1547053206	0	822	822	610
Thu Jan 10 02:00:07 2019	1547053207	0	825	825	672
Thu Jan 10 02:00:09 2019	1547053209	1	831	832	171
Thu Jan 10 02:00:09 2019	1547053209	0	832	832	122
Thu Jan 10 02:00:09 2019	1547053209	0	839	839	655
Thu Jan 10 02:00:06 2019	1547053206	0	841	842	162
Thu Jan 10 02:00:09 2019	1547053209	0	844	844	135
Thu Jan 10 02:00:09 2019	1547053209	0	844	844	649
Thu Jan 10 02:00:06 2019	1547053206	0	845	845	705
Thu Jan 10 02:00:09 2019	1547053209	0	858	859	150
Thu Jan 10 02:00:06 2019	1547053206	0	859	859	612
Thu Jan 10 02:00:07 2019	1547053207	0	862	862	418
Thu Jan 10 02:00:08 2019	1547053208	0	865	866	726
Thu Jan 10 02:00:05 2019	1547053205	2	872	874	634
Thu Jan 10 02:00:05 2019	1547053205	2	872	874	3
Thu Jan 10 02:00:05 2019	1547053205	2	873	875	554
Thu Jan 10 02:00:05 2019	1547053205	2	873	875	507
Thu Jan 10 02:00:08 2019	1547053208	0	889	889	746
Thu Jan 10 02:00:09 2019	1547053209	0	889	889	648
Thu Jan 10 02:00:09 2019	1547053209	0	891	891	649
Thu Jan 10 02:00:09 2019	1547053209	0	891	891	300
Thu Jan 10 02:00:09 2019	1547053209	0	899	899	137
Thu Jan 10 02:00:09 2019	1547053209	0	900	901	138
Thu Jan 10 02:00:09 2019	1547053209	0	905	905	755
Thu Jan 10 02:00:06 2019	1547053206	1	909	910	687
Thu Jan 10 02:00:09 2019	1547053209	0	910	910	521
Thu Jan 10 02:00:05 2019	1547053205	2	913	915	634
Thu Jan 10 02:00:05 2019	1547053205	2	913	915	555
Thu Jan 10 02:00:05 2019	1547053205	2	915	917	555
Thu Jan 10 02:00:05 2019	1547053205	2	915	917	554
Thu Jan 10 02:00:06 2019	1547053206	0	919	919	207
Thu Jan 10 02:00:09 2019	1547053209	0	923	923	546
Thu Jan 10 02:00:08 2019	1547053208	0	925	926	595
Thu Jan 10 02:00:07 2019	1547053207	0	926	926	587
Thu Jan 10 02:00:09 2019	1547053209	0	926	926	336
Thu Jan 10 02:00:09 2019	1547053209	0	927	927	337
Thu Jan 10 02:00:06 2019	1547053206	0	927	928	630
Thu Jan 10 02:00:05 2019	1547053205	0	928	928	785
Thu Jan 10 02:00:09 2019	1547053209	0	931	931	342
Thu Jan 10 02:00:06 2019	1547053206	0	944	944	265
Thu Jan 10 02:00:09 2019	1547053209	0	947	947	547
Thu Jan 10 02:00:09 2019	1547053209	0	947	948	183
Thu Jan 10 02:00:08 2019	1547053208	0	948	948	772
Thu Jan 10 02:00:09 2019	1547053209	0	949	949	756
Thu Jan 10 02:00:07 2019	1547053207	0	960	960	598
Thu Jan 10 02:00:09 2019	1547053209	0	963	963	403
Thu Jan 10 02:00:09 2019	1547053209	0	963	963	404
Thu Jan 10 02:00:06 2019	1547053206	0	971	971	297
Thu Jan 10 02:00:08 2019	1547053208	0	978	978	773
Thu Jan 10 02:00:09 2019	1547053209	0	990	990	480
Thu Jan 10 02:00:05 2019	1547053205	0	990	990	846
Thu Jan 10 02:00:05 2019	1547053205	2	992	993	634
Thu Jan 10 02:00:05 2019	1547053205	2	993	995	554
Thu Jan 10 02:00:05 2019	1547053205	2	994	996	636
Thu Jan 10 02:00:09 2019	1547053209	0	998	999	440
Thu Jan 10 02:00:09 2019	1547053209	0	1001	1002	387
Thu Jan 10 02:00:09 2019	1547053209	0	1003	1004	840
Thu Jan 10 02:00:09 2019	1547053209	0	1005	1005	442
Thu Jan 10 02:00:09 2019	1547053209	0	1013	1014	501
Thu Jan 10 02:00:06 2019	1547053206	0	1017	1017	586
Thu Jan 10 02:00:06 2019	1547053206	0	1018	1018	586
Thu Jan 10 02:00:06 2019	1547053206	0	1018	1019	521
Thu Jan 10 02:00:06 2019	1547053206	0	1020	1020	524
Thu Jan 10 02:00:09 2019	1547053209	0	1022	1022	797
Thu Jan 10 02:00:09 2019	1547053209	0	1027	1027	516
Thu Jan 10 02:00:09 2019	1547053209	0	1028	1028	503
Thu Jan 10 02:00:09 2019	1547053209	0	1033	1033	796
Thu Jan 10 02:00:05 2019	1547053205	2	1032	1034	557
Thu Jan 10 02:00:09 2019	1547053209	0	1034	1034	483
Thu Jan 10 02:00:05 2019	1547053205	2	1037	1039	607
Thu Jan 10 02:00:06 2019	1547053206	0	1039	1040	956
Thu Jan 10 02:00:06 2019	1547053206	0	1042	1042	686
Thu Jan 10 02:00:06 2019	1547053206	0	1042	1042	718
Thu Jan 10 02:00:09 2019	1547053209	0	1044	1044	535
Thu Jan 10 02:00:07 2019	1547053207	0	1044	1045	764
Thu Jan 10 02:00:06 2019	1547053206	0	1045	1045	859
Thu Jan 10 02:00:07 2019	1547053207	0	1051	1051	780
Thu Jan 10 02:00:09 2019	1547053209	0	1055	1055	499
Thu Jan 10 02:00:09 2019	1547053209	0	1059	1059	533
Thu Jan 10 02:00:09 2019	1547053209	0	1060	1060	551
Thu Jan 10 02:00:06 2019	1547053206	0	1068	1068	688
Thu Jan 10 02:00:05 2019	1547053205	2	1067	1069	635
Thu Jan 10 02:00:06 2019	1547053206	0	1074	1075	691
Thu Jan 10 02:00:07 2019	1547053207	0	1074	1075	802
Thu Jan 10 02:00:05 2019	1547053205	0	1087	1087	1000
Thu Jan 10 02:00:06 2019	1547053206	0	1088	1089	830
Thu Jan 10 02:00:08 2019	1547053208	0	1092	1093	950
Thu Jan 10 02:00:07 2019	1547053207	0	1094	1095	777
Thu Jan 10 02:00:05 2019	1547053205	2	1121	1123	450
Thu Jan 10 02:00:05 2019	1547053205	2	1125	1126	620
Thu Jan 10 02:00:09 2019	1547053209	0	1154	1154	552
Thu Jan 10 02:00:09 2019	1547053209	0	1154	1154	551
Thu Jan 10 02:00:05 2019	1547053205	0	1156	1157	603
Thu Jan 10 02:00:08 2019	1547053208	0	1158	1158	774
Thu Jan 10 02:00:06 2019	1547053206	0	1159	1160	720
Thu Jan 10 02:00:08 2019	1547053208	0	1168	1168	963
Thu Jan 10 02:00:05 2019	1547053205	2	1170	1171	601
Thu Jan 10 02:00:07 2019	1547053207	0	1180	1180	758
Thu Jan 10 02:00:06 2019	1547053206	0	1183	1183	600
Thu Jan 10 02:00:05 2019	1547053205	0	1185	1185	823
Thu Jan 10 02:00:05 2019	1547053205	0	1187	1187	823
Thu Jan 10 02:00:05 2019	1547053205	0	1198	1198	868
Thu Jan 10 02:00:05 2019	1547053205	0	1199	1199	783
Thu Jan 10 02:00:05 2019	1547053205	1	1200	1200	824
Thu Jan 10 02:00:05 2019	1547053205	0	1201	1201	744
Thu Jan 10 02:00:05 2019	1547053205	0	1212	1213	880
Thu Jan 10 02:00:05 2019	1547053205	0	1213	1213	860
Thu Jan 10 02:00:05 2019	1547053205	2	1227	1229	620
Thu Jan 10 02:00:06 2019	1547053206	0	1242	1242	1100
Thu Jan 10 02:00:05 2019	1547053205	2	1245	1247	470
Thu Jan 10 02:00:05 2019	1547053205	2	1246	1248	635
Thu Jan 10 02:00:09 2019	1547053209	0	1257	1257	708
Thu Jan 10 02:00:09 2019	1547053209	0	1260	1260	792
Thu Jan 10 02:00:09 2019	1547053209	0	1261	1261	793
Thu Jan 10 02:00:08 2019	1547053208	0	1261	1261	798
Thu Jan 10 02:00:09 2019	1547053209	0	1261	1262	1005
Thu Jan 10 02:00:09 2019	1547053209	0	1263	1263	973
Thu Jan 10 02:00:09 2019	1547053209	0	1265	1265	972
Thu Jan 10 02:00:05 2019	1547053205	2	1264	1265	769
Thu Jan 10 02:00:09 2019	1547053209	0	1265	1266	1143
Thu Jan 10 02:00:05 2019	1547053205	0	1266	1266	824
Thu Jan 10 02:00:05 2019	1547053205	2	1268	1269	632
Thu Jan 10 02:00:06 2019	1547053206	1	1269	1270	687
Thu Jan 10 02:00:05 2019	1547053205	0	1273	1273	804
Thu Jan 10 02:00:06 2019	1547053206	0	1275	1275	690
Thu Jan 10 02:00:07 2019	1547053207	0	1277	1277	776
Thu Jan 10 02:00:05 2019	1547053205	2	1276	1278	555
Thu Jan 10 02:00:05 2019	1547053205	0	1280	1281	946
Thu Jan 10 02:00:05 2019	1547053205	2	1280	1282	419
Thu Jan 10 02:00:05 2019	1547053205	0	1283	1283	983
Thu Jan 10 02:00:06 2019	1547053206	0	1283	1283	953
Thu Jan 10 02:00:07 2019	1547053207	0	1289	1290	881
Thu Jan 10 02:00:06 2019	1547053206	0	1293	1293	1064
Thu Jan 10 02:00:05 2019	1547053205	1	1292	1294	943
Thu Jan 10 02:00:05 2019	1547053205	1	1294	1295	942
Thu Jan 10 02:00:05 2019	1547053205	2	1293	1295	682
Thu Jan 10 02:00:05 2019	1547053205	2	1296	1298	557
Thu Jan 10 02:00:07 2019	1547053207	0	1300	1301	801
Thu Jan 10 02:00:09 2019	1547053209	0	1314	1314	976
Thu Jan 10 02:00:09 2019	1547053209	0	1315	1315	974
Thu Jan 10 02:00:09 2019	1547053209	0	1315	1315	1005
Thu Jan 10 02:00:09 2019	1547053209	0	1315	1315	988
Thu Jan 10 02:00:09 2019	1547053209	0	1317	1317	1024
Thu Jan 10 02:00:05 2019	1547053205	1	1330	1331	941
Thu Jan 10 02:00:05 2019	1547053205	2	1331	1333	633
Thu Jan 10 02:00:07 2019	1547053207	0	1354	1354	1143
Thu Jan 10 02:00:08 2019	1547053208	0	1361	1362	1148
Thu Jan 10 02:00:05 2019	1547053205	0	1369	1369	887
Thu Jan 10 02:00:07 2019	1547053207	0	1370	1370	1192
Thu Jan 10 02:00:06 2019	1547053206	0	1371	1372	1114
Thu Jan 10 02:00:05 2019	1547053205	2	1385	1386	620
Thu Jan 10 02:00:05 2019	1547053205	2	1386	1388	633
Thu Jan 10 02:00:05 2019	1547053205	0	1405	1406	1075
Thu Jan 10 02:00:05 2019	1547053205	0	1406	1406	950
Thu Jan 10 02:00:09 2019	1547053209	1	1409	1410	694
Thu Jan 10 02:00:06 2019	1547053206	0	1413	1413	1245
Thu Jan 10 02:00:05 2019	1547053205	1	1416	1418	1122
Thu Jan 10 02:00:08 2019	1547053208	0	1419	1419	1317
Thu Jan 10 02:00:05 2019	1547053205	2	1420	1422	620
Thu Jan 10 02:00:09 2019	1547053209	0	1423	1423	972
Thu Jan 10 02:00:05 2019	1547053205	1	1427	1428	942
Thu Jan 10 02:00:05 2019	1547053205	1	1427	1428	914
Thu Jan 10 02:00:09 2019	1547053209	0	1428	1428	1025
Thu Jan 10 02:00:05 2019	1547053205	2	1427	1429	555
Thu Jan 10 02:00:05 2019	1547053205	1	1430	1432	913
Thu Jan 10 02:00:09 2019	1547053209	0	1438	1438	1005
Thu Jan 10 02:00:09 2019	1547053209	0	1438	1439	1023
Thu Jan 10 02:00:09 2019	1547053209	0	1439	1439	987
Thu Jan 10 02:00:06 2019	1547053206	0	1440	1440	1276
Thu Jan 10 02:00:05 2019	1547053205	1	1439	1440	1121
Thu Jan 10 02:00:09 2019	1547053209	0	1441	1441	1263
Thu Jan 10 02:00:05 2019	1547053205	2	1441	1442	621
Thu Jan 10 02:00:06 2019	1547053206	0	1445	1446	1283
Thu Jan 10 02:00:09 2019	1547053209	0	1450	1450	1023
Thu Jan 10 02:00:06 2019	1547053206	0	1452	1453	1102
Thu Jan 10 02:00:05 2019	1547053205	1	1453	1455	1120
Thu Jan 10 02:00:09 2019	1547053209	0	1456	1456	1262
Thu Jan 10 02:00:05 2019	1547053205	2	1455	1457	632
Thu Jan 10 02:00:09 2019	1547053209	0	1458	1458	1262
Thu Jan 10 02:00:07 2019	1547053207	0	1459	1459	1277
Thu Jan 10 02:00:05 2019	1547053205	2	1468	1470	554
Thu Jan 10 02:00:05 2019	1547053205	1	1469	1470	1168
Thu Jan 10 02:00:05 2019	1547053205	2	1470	1471	911
Thu Jan 10 02:00:05 2019	1547053205	1	1471	1472	915
Thu Jan 10 02:00:05 2019	1547053205	2	1472	1474	555
Thu Jan 10 02:00:05 2019	1547053205	2	1472	1474	841
Thu Jan 10 02:00:05 2019	1547053205	2	1474	1475	809
Thu Jan 10 02:00:06 2019	1547053206	0	1482	1482	1366
Thu Jan 10 02:00:08 2019	1547053208	0	1496	1497	1183
Thu Jan 10 02:00:09 2019	1547053209	0	1497	1497	1222
Thu Jan 10 02:00:06 2019	1547053206	0	1498	1498	1292
Thu Jan 10 02:00:05 2019	1547053205	0	1501	1501	1006
Thu Jan 10 02:00:06 2019	1547053206	0	1503	1503	1285
Thu Jan 10 02:00:07 2019	1547053207	0	1506	1506	1358
Thu Jan 10 02:00:09 2019	1547053209	0	1513	1514	1210
Thu Jan 10 02:00:07 2019	1547053207	0	1516	1516	1325
Thu Jan 10 02:00:07 2019	1547053207	0	1518	1518	1277
Thu Jan 10 02:00:08 2019	1547053208	0	1526	1526	1353
Thu Jan 10 02:00:07 2019	1547053207	0	1535	1535	786
Thu Jan 10 02:00:08 2019	1547053208	0	1559	1559	1352
Thu Jan 10 02:00:06 2019	1547053206	0	1578	1578	1052
Thu Jan 10 02:00:09 2019	1547053209	0	1585	1585	1410
Thu Jan 10 02:00:07 2019	1547053207	0	1586	1586	1280
Thu Jan 10 02:00:05 2019	1547053205	0	1592	1592	915
Thu Jan 10 02:00:05 2019	1547053205	2	1596	1597	620
Thu Jan 10 02:00:08 2019	1547053208	0	1624	1624	1315
Thu Jan 10 02:00:05 2019	1547053205	0	1628	1628	1535
Thu Jan 10 02:00:06 2019	1547053206	0	1632	1632	1370
Thu Jan 10 02:00:05 2019	1547053205	0	1637	1637	1517
Thu Jan 10 02:00:09 2019	1547053209	0	1643	1643	1408
Thu Jan 10 02:00:05 2019	1547053205	0	1660	1660	1428
Thu Jan 10 02:00:05 2019	1547053205	0	1665	1665	1609
Thu Jan 10 02:00:05 2019	1547053205	0	1693	1693	1537
Thu Jan 10 02:00:05 2019	1547053205	0	1695	1695	1538
Thu Jan 10 02:00:08 2019	1547053208	0	1695	1695	1351
Thu Jan 10 02:00:05 2019	1547053205	0	1696	1696	1547
Thu Jan 10 02:00:07 2019	1547053207	0	1699	1699	1470
Thu Jan 10 02:00:07 2019	1547053207	0	1730	1730	1330
Thu Jan 10 02:00:05 2019	1547053205	0	1736	1736	1568
Thu Jan 10 02:00:06 2019	1547053206	0	1788	1788	1096
Thu Jan 10 02:00:07 2019	1547053207	0	1797	1798	1232
Thu Jan 10 02:00:05 2019	1547053205	1	1799	1801	1168
Thu Jan 10 02:00:06 2019	1547053206	0	1804	1804	1279
Thu Jan 10 02:00:06 2019	1547053206	0	1805	1805	1281
Thu Jan 10 02:00:06 2019	1547053206	0	1806	1806	1282
Thu Jan 10 02:00:05 2019	1547053205	0	1814	1815	1644
Thu Jan 10 02:00:05 2019	1547053205	1	1814	1815	912
Thu Jan 10 02:00:05 2019	1547053205	2	1814	1816	915
Thu Jan 10 02:00:05 2019	1547053205	2	1814	1816	1122
Thu Jan 10 02:00:05 2019	1547053205	2	1814	1816	1227
Thu Jan 10 02:00:05 2019	1547053205	2	1816	1817	1121
Thu Jan 10 02:00:05 2019	1547053205	1	1816	1817	1168
Thu Jan 10 02:00:05 2019	1547053205	1	1816	1818	1121
Thu Jan 10 02:00:05 2019	1547053205	2	1816	1818	556
Thu Jan 10 02:00:06 2019	1547053206	0	1823	1823	1299
Thu Jan 10 02:00:06 2019	1547053206	0	1830	1830	1383
Thu Jan 10 02:00:05 2019	1547053205	1	1839	1840	1331
Thu Jan 10 02:00:07 2019	1547053207	0	1843	1843	1485
Thu Jan 10 02:00:05 2019	1547053205	0	1855	1855	1707
Thu Jan 10 02:00:06 2019	1547053206	0	1856	1856	1496
