starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 02:00:02 2019	1547053202	0	32	32	2
Thu Jan 10 02:00:04 2019	1547053204	0	34	34	1
Thu Jan 10 02:00:05 2019	1547053205	0	35	35	1
Thu Jan 10 02:00:14 2019	1547053214	0	35	36	1
Thu Jan 10 02:00:02 2019	1547053202	0	35	36	1
Thu Jan 10 02:00:04 2019	1547053204	0	36	36	1
Thu Jan 10 02:00:04 2019	1547053204	0	36	37	1
Thu Jan 10 02:00:13 2019	1547053213	0	36	37	1
Thu Jan 10 02:00:03 2019	1547053203	0	39	39	1
Thu Jan 10 02:00:02 2019	1547053202	0	39	39	1
Thu Jan 10 02:00:03 2019	1547053203	0	40	40	1
Thu Jan 10 02:00:03 2019	1547053203	0	41	41	1
Thu Jan 10 02:00:12 2019	1547053212	0	42	42	1
Thu Jan 10 02:00:13 2019	1547053213	0	42	42	1
Thu Jan 10 02:00:04 2019	1547053204	0	42	42	1
Thu Jan 10 02:00:04 2019	1547053204	0	42	42	1
Thu Jan 10 02:00:14 2019	1547053214	0	44	44	1
Thu Jan 10 02:00:03 2019	1547053203	0	45	45	1
Thu Jan 10 02:00:13 2019	1547053213	0	45	45	1
Thu Jan 10 02:00:11 2019	1547053211	0	45	45	1
Thu Jan 10 02:00:03 2019	1547053203	0	45	46	30
Thu Jan 10 02:00:12 2019	1547053212	0	46	46	1
Thu Jan 10 02:00:02 2019	1547053202	0	46	46	1
Thu Jan 10 02:00:04 2019	1547053204	0	46	46	1
Thu Jan 10 02:00:02 2019	1547053202	0	46	46	1
Thu Jan 10 02:00:13 2019	1547053213	0	46	46	1
Thu Jan 10 02:00:03 2019	1547053203	0	46	47	30
Thu Jan 10 02:00:14 2019	1547053214	0	47	47	1
Thu Jan 10 02:00:14 2019	1547053214	0	47	48	1
Thu Jan 10 02:00:04 2019	1547053204	0	47	48	1
Thu Jan 10 02:00:11 2019	1547053211	0	49	49	1
Thu Jan 10 02:00:03 2019	1547053203	0	49	49	1
Thu Jan 10 02:00:02 2019	1547053202	0	50	50	1
Thu Jan 10 02:00:11 2019	1547053211	0	50	50	1
Thu Jan 10 02:00:14 2019	1547053214	0	50	50	1
Thu Jan 10 02:00:03 2019	1547053203	0	50	50	1
Thu Jan 10 02:00:04 2019	1547053204	0	50	51	1
Thu Jan 10 02:00:11 2019	1547053211	0	50	51	1
Thu Jan 10 02:00:04 2019	1547053204	0	51	51	1
Thu Jan 10 02:00:03 2019	1547053203	0	51	51	1
Thu Jan 10 02:00:11 2019	1547053211	0	51	51	1
Thu Jan 10 02:00:02 2019	1547053202	0	52	52	36
Thu Jan 10 02:00:03 2019	1547053203	0	52	52	1
Thu Jan 10 02:00:02 2019	1547053202	0	52	52	1
Thu Jan 10 02:00:12 2019	1547053212	0	52	52	1
Thu Jan 10 02:00:11 2019	1547053211	0	52	53	1
Thu Jan 10 02:00:13 2019	1547053213	0	52	53	1
Thu Jan 10 02:00:04 2019	1547053204	0	53	53	1
Thu Jan 10 02:00:04 2019	1547053204	0	53	53	1
Thu Jan 10 02:00:13 2019	1547053213	0	53	53	1
Thu Jan 10 02:00:02 2019	1547053202	0	53	53	1
Thu Jan 10 02:00:12 2019	1547053212	0	53	53	1
Thu Jan 10 02:00:10 2019	1547053210	0	54	54	1
Thu Jan 10 02:00:12 2019	1547053212	0	54	54	1
Thu Jan 10 02:00:13 2019	1547053213	0	54	55	1
Thu Jan 10 02:00:11 2019	1547053211	0	55	55	1
Thu Jan 10 02:00:13 2019	1547053213	0	56	56	1
Thu Jan 10 02:00:10 2019	1547053210	0	56	56	1
Thu Jan 10 02:00:03 2019	1547053203	0	56	56	1
Thu Jan 10 02:00:14 2019	1547053214	0	56	56	1
Thu Jan 10 02:00:13 2019	1547053213	0	56	57	1
Thu Jan 10 02:00:12 2019	1547053212	0	57	57	1
Thu Jan 10 02:00:14 2019	1547053214	0	57	57	1
Thu Jan 10 02:00:12 2019	1547053212	0	58	58	1
Thu Jan 10 02:00:13 2019	1547053213	0	58	58	1
Thu Jan 10 02:00:13 2019	1547053213	0	58	58	1
Thu Jan 10 02:00:11 2019	1547053211	0	59	59	1
Thu Jan 10 02:00:13 2019	1547053213	0	59	59	1
Thu Jan 10 02:00:11 2019	1547053211	0	59	60	1
Thu Jan 10 02:00:11 2019	1547053211	0	61	61	1
Thu Jan 10 02:00:04 2019	1547053204	0	61	62	1
Thu Jan 10 02:00:12 2019	1547053212	0	61	62	1
Thu Jan 10 02:00:02 2019	1547053202	0	63	63	1
Thu Jan 10 02:00:02 2019	1547053202	0	63	64	1
Thu Jan 10 02:00:14 2019	1547053214	0	64	64	1
Thu Jan 10 02:00:11 2019	1547053211	0	64	64	1
Thu Jan 10 02:00:11 2019	1547053211	0	64	64	1
Thu Jan 10 02:00:14 2019	1547053214	0	64	64	48
Thu Jan 10 02:00:14 2019	1547053214	0	64	65	1
Thu Jan 10 02:00:13 2019	1547053213	0	65	65	1
Thu Jan 10 02:00:04 2019	1547053204	0	65	65	49
Thu Jan 10 02:00:02 2019	1547053202	0	67	67	1
Thu Jan 10 02:00:02 2019	1547053202	0	67	67	1
Thu Jan 10 02:00:13 2019	1547053213	0	68	68	1
Thu Jan 10 02:00:10 2019	1547053210	0	68	68	1
Thu Jan 10 02:00:04 2019	1547053204	0	70	70	1
Thu Jan 10 02:00:14 2019	1547053214	0	70	70	1
Thu Jan 10 02:00:04 2019	1547053204	0	71	71	1
Thu Jan 10 02:00:03 2019	1547053203	0	71	72	1
Thu Jan 10 02:00:10 2019	1547053210	0	72	72	12
Thu Jan 10 02:00:14 2019	1547053214	0	73	73	1
Thu Jan 10 02:00:12 2019	1547053212	0	74	74	1
Thu Jan 10 02:00:02 2019	1547053202	0	74	74	1
Thu Jan 10 02:00:12 2019	1547053212	0	74	74	1
Thu Jan 10 02:00:11 2019	1547053211	0	77	78	1
Thu Jan 10 02:00:11 2019	1547053211	0	79	79	1
Thu Jan 10 02:00:03 2019	1547053203	0	80	80	1
Thu Jan 10 02:00:03 2019	1547053203	0	81	81	1
Thu Jan 10 02:00:12 2019	1547053212	0	83	84	1
Thu Jan 10 02:00:12 2019	1547053212	0	100	100	1
Thu Jan 10 02:00:09 2019	1547053209	0	367	367	27
Thu Jan 10 02:00:07 2019	1547053207	0	505	505	110
Thu Jan 10 02:00:08 2019	1547053208	0	514	514	17
Thu Jan 10 02:00:10 2019	1547053210	0	517	517	352
Thu Jan 10 02:00:07 2019	1547053207	0	629	629	259
Thu Jan 10 02:00:09 2019	1547053209	0	764	765	536
Thu Jan 10 02:00:05 2019	1547053205	0	2332	2332	2172
