starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 02:00:02 2019	1547053202	0	16	16	1
Thu Jan 10 02:00:12 2019	1547053212	0	16	16	1
Thu Jan 10 02:00:11 2019	1547053211	0	16	16	1
Thu Jan 10 02:00:14 2019	1547053214	0	16	16	1
Thu Jan 10 02:00:12 2019	1547053212	0	16	16	1
Thu Jan 10 02:00:02 2019	1547053202	0	16	16	1
Thu Jan 10 02:00:03 2019	1547053203	0	16	16	1
Thu Jan 10 02:00:02 2019	1547053202	0	16	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	16	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	16	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	16	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	16	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	16	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	16	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	16	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	16	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	16	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:05 2019	1547053205	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:10 2019	1547053210	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:14 2019	1547053214	0	17	17	1
Thu Jan 10 02:00:02 2019	1547053202	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:10 2019	1547053210	0	17	17	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	17	1
Thu Jan 10 02:00:04 2019	1547053204	0	17	17	1
Thu Jan 10 02:00:10 2019	1547053210	0	17	17	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	18	1
Thu Jan 10 02:00:11 2019	1547053211	0	17	18	1
Thu Jan 10 02:00:12 2019	1547053212	0	17	18	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	18	1
Thu Jan 10 02:00:03 2019	1547053203	0	17	18	1
Thu Jan 10 02:00:13 2019	1547053213	0	17	18	1
Thu Jan 10 02:00:12 2019	1547053212	0	18	18	1
Thu Jan 10 02:00:04 2019	1547053204	0	18	18	1
Thu Jan 10 02:00:03 2019	1547053203	0	18	18	1
Thu Jan 10 02:00:03 2019	1547053203	0	18	19	1
Thu Jan 10 02:00:03 2019	1547053203	0	22	22	1
