instructions:u,cycles:u
297943,476722
4833366,10159097
9858435,20807073
138968859,61365637
138800042,60718562
13538108,5875482
13071983,5697527
13063267,5700488
13044029,5692658
13011322,5685148
13323281,5807009
13279757,5794696
13195168,5763706
13196335,5750624
13201230,5766356
13161153,5743503
13318256,5803815
13229624,5776452
12970600,5666761
13406857,5844711
13421363,5842635
13334059,5813772
13072210,5711892
13426886,5855472
13344892,5823337
13292605,5803449
13294170,5806478
13235612,5765791
13453903,5862836
13320730,5820321
13445966,5870996
13276383,5792581
13543155,5914099
13323277,5820885
13487126,5876035
13373758,5844027
13436083,5862523
13428986,5863247
13348491,5824401
13421480,5858644
13194146,5750808
13463415,5870473
13467830,5866717
13357452,5834394
13351594,5824236
13403315,5844564
13465525,5865816
13227539,5764627
13406036,5848356
13265699,5787896
13373718,5826396
13217699,5776080
13454488,5863208
13373294,5833388
13164363,7317219
12337967,14125858
8933644,13536231
4238763,5692336
11792265,6101229
13501914,5864042
13374434,5835571
13405883,5841735
13460307,5870078
13653397,5940382
13439283,5861811
13364747,5825778
13281123,5784744
13520789,5888012
13484104,5880335
13426630,5851074
13517237,5883357
13481603,5878531
13371759,5837563
13476949,5872074
13439935,5849471
13498266,5895654
13470100,5869418
13539784,5900130
13537470,5897004
13403775,5856739
13551385,5905970
13562637,5904707
13514332,5885713
13484967,5873207
13377291,5831099
13527292,5896897
13574383,5924513
13569863,5911599
13524740,5891488
13542812,5900637
13442042,5864475
13647749,5943777
13546285,5905095
13425708,5859929
13672036,5950250
13648773,5944767
13545014,5917866
13459617,5860058
13651080,5943379
13583796,5919991
13578735,5934321
13537764,5871853
13478868,5877764
13679201,5960417
13281032,5787142
13639400,5945364
13623142,5932155
13599974,5918512
13500494,5901911
13621484,5933199
13631978,5948398
13591516,5928182
13515604,5887572
13596757,5939414
13493449,5883076
13366395,5841087
13589850,5934991
13530770,5897745
13578297,5919428
13419482,5852316
13565771,5916116
13493247,5887790
13375934,5837745
13579262,5929540
13544997,5907357
13436228,5854780
13484055,5882388
13289385,7982777
12218131,15629578
8292043,12563286
3676327,4561678
10536631,5015688
39648565,23274061
33888368,23033679
34236400,23173737
35556201,23252679
35266962,23264378
34348332,23329220
33925460,23133402
34983256,23069743
35223461,22911453
35388014,23248817
35239739,23158239
34901540,23202716
33660857,22940928
35253313,23162837
34713512,23106697
33909044,23078469
34548081,23194212
34151331,23066440
35176048,23181644
35426861,22966153
35418189,23177487
35329240,23129195
32694080,22862332
34042833,23147432
32124882,23057541
34096139,23457612
34706084,22909963
34732760,23059338
33898524,23010109
35607635,22847768
35162916,23062544
34048511,23018505
35938334,23101039
35130856,22914290
36076410,23222909
35207731,23129418
32701323,22180529
34977073,23104523
22676371,22954651
13558007,17267309
35194069,18263023
50842527,22943822
59055509,22911345
62448208,22883410
61848573,22820252
64192751,23011903
63247629,22945112
61658206,22745841
64214574,22979542
63513064,22946187
64092968,22992580
61978511,22787136
63903379,22999808
63266546,22955961
61326750,22784249
64598884,22970596
63388301,22984267
64394879,23388001
61051763,22800808
63651482,22953259
63216455,22936116
61357222,22681980
64798987,23044525
63739606,22929857
63857846,22939979
61340091,22792214
63408681,22949619
63315583,22950031
63161654,22921562
61942439,22790847
31646054,22898889
15385662,18617430
24594645,13718781
31826617,23394083
22594785,23315570
22941532,23142972
22912814,22936661
23239318,23282176
22257819,23182447
22707408,22898906
23147377,23128303
23038892,23208265
24362662,23128098
24478942,22945333
23762621,23209604
23825342,23139678
23730512,22860051
24473161,23281751
24330051,23634679
24000169,23108723
23549296,22941954
24197178,23217118
25290144,23153128
23220692,23049699
24246130,23139569
23445279,23124787
23715427,23145124
23861263,22917867
23880800,23169863
23984415,23141808
22875897,22762776
25053061,23162202
24660129,23173766
24692824,23201732
24354325,23012300
24347611,23129314
24305736,23088691
23606909,23170739
24308688,22957689
24335305,23163317
24615616,23043241
22351960,22762909
12151060,20066274
6896869,23049656
17526166,22958262
35837535,22720446
36533168,22857936
37615158,22809217
36508769,22692795
37939432,22836926
38239178,23094175
37490163,22815374
36903468,22711454
37976219,22841952
37887214,22836306
37690175,22801182
37539250,22866210
37352592,22813320
37776057,22853858
36788977,22686573
37775779,22848919
37744139,22823727
37578099,22827113
36688595,22695537
37846145,22837545
37595204,22822197
36531407,22679395
37740493,22843995
37588155,22830219
37905533,22837656
36954278,22725693
37795715,22850170
37713423,22820175
37766354,22824663
37355191,22849532
37796109,22870623
37652154,22817950
36659395,22678244
37632841,22839656
37829684,22846166
37718224,22811087
37344376,23059682
37674295,22867796
37821913,22806988
36506358,22651681
37410806,22866662
37897342,22814445
37739975,22819003
36787456,22707582
37964452,22833722
37983007,22807860
37917478,22814237
37641258,22864766
37926619,22818775
37731034,22830237
36966091,22702602
37995092,22837751
37871833,22819062
37934149,22812591
36986838,22700950
37858312,22858271
29713337,22815916
13794095,22658829
6615666,6933541
4959102,2962733
15696862,9082111
34252936,16309018
34497977,16257710
34321556,16225468
32575664,15570671
34290405,16321921
33942299,16268513
34064643,16277584
33895749,16446921
33890079,16378241
33955208,16320134
33898029,16285732
33075631,16298961
34021995,16356817
33877414,16334065
33238188,16314011
34105656,16362557
33750071,16332031
33681091,16313904
33412575,16296122
33910052,16405888
33572078,16271876
33082348,16278046
33412561,16277680
33598186,16335939
33487451,16374391
33196497,16280062
33639417,16385728
33603832,16352800
33499965,16367441
32836153,16409511
33677875,16361143
33321132,16311521
32777328,16205042
33582015,16283567
33385161,16289600
33369351,16293601
33183764,16310447
33610748,16341102
33686278,16495889
33412643,16218257
34025322,16251977
33961774,16262295
34099474,16211259
33111738,16214860
33973934,16256511
34003003,16254934
33237824,16168678
34241351,16224125
33986060,16237508
33882240,16224819
32934540,16175749
33783205,16068542
33840499,16250126
33930688,16214434
33392320,16178683
33919352,16281455
33870673,16242470
33347455,16179011
33914210,16288363
33965582,16253286
33927729,16202319
33563404,16188857
34073653,16247194
34021241,16165159
33454840,16206498
34030099,16215413
33807826,16248425
33972518,16210518
33372973,16211324
34024540,16239949
34103043,16415579
33904258,16219144
33802754,16302532
34067451,16251293
34023557,16260175
33365440,16220480
34160171,16241256
33817967,16199278
33830860,16215149
33518166,16214634
33912906,16284137
33781348,16261744
33608065,16151179
34177544,16220207
34099503,16248014
33824423,16247768
33400953,16166130
34031468,16251603
34050743,16252887
33207844,16247434
33832118,16319354
33938533,16251839
33409262,16307516
33039763,16231701
33652462,16304154
33514394,16292810
33718480,16351444
33216638,16272614
33946576,16347308
33374949,16281832
33166363,16267439
34101200,16466507
33613337,16281689
33605337,16356580
33014993,16267961
33554142,16274083
33422620,16363547
33039658,16289996
33624185,16298618
33630969,16296153
33569026,16320887
33386143,16322287
33615728,16322540
33822193,16211887
32903778,15966893
33456058,16280603
33751598,16239616
33488114,16243455
32838276,16284263
33442873,16342738
33853691,16252167
34135885,16251747
33567603,16214533
33992309,16280919
33964990,16305235
33585430,16161856
34182836,16256936
34058593,16300398
33831410,16231324
33361923,16216391
34061259,16281742
33841238,16270993
33524430,16198705
34623711,16404186
33986167,16246825
33762474,16285913
33311150,16219431
34077882,16253930
33990060,16237407
33966523,16247339
33661752,16360700
34013443,16251359
33914757,16242015
33469653,16220954
34198822,16233128
33931618,16193947
33921751,16217535
33417815,16254541
33555598,16243776
33527621,16287357
32600731,16237886
33558342,16302180
33461650,16285388
33374523,16341391
32794253,16260652
33372159,16407873
33506378,16278538
31662729,15538369
33459864,16292792
33520116,16294274
33490520,16287938
32714941,16190663
33713721,16324795
33868466,16285189
33995213,16416822
32755939,16346406
33608016,16343309
33612223,16306673
33220072,16338008
33740434,16318193
33788155,16340272
33643224,16377450
33196124,16322481
33709019,16299253
33797728,16316877
33070299,16344390
33136161,16255552
33690631,16268396
33585455,16327563
33386181,16174257
34121016,16233990
33931339,16282207
34028802,16189304
33858603,16306566
34192277,16223183
25685724,18738381
21327152,17177575
14574586,9437101
12019610,9475383
8259620,4462757
6220825,5021814
5004468,2415760
4873961,2069410
4753124,2066854
4881070,2066675
4855074,2074427
6930448,17175855
10428503,17413292
34489542,21935330
36635721,22829880
36003104,22697256
37826347,22885320
37883051,22813411
37762092,22826257
36657411,22721632
37851975,22833050
37721717,22830127
36388916,22141310
37433251,22787704
37288879,22732313
37296893,22782507
35989995,22657057
37336446,22820143
37330468,22780282
37257895,22768848
36244052,22627181
37269343,22807087
37407425,22775060
36307152,22604076
37457202,22803283
37210138,22766423
37190979,22760708
35964614,22497500
37170054,22744834
37356085,22743238
37197256,22741012
36882027,22790791
37651207,23092116
37228575,22775235
36203354,22636497
37428676,22794967
37406846,22793732
37424569,22785894
36270697,22651602
37393036,22792094
37516686,22809602
36429854,22656307
37580401,22836608
37825200,22847435
37514988,22827683
36823272,22680059
38017735,22829536
37846439,22813157
37710074,22828020
37443506,22824350
37968751,22807603
37770765,22813146
36854245,22688194
37693743,22822492
37943632,22817667
37790449,22805752
37084605,22706028
37959116,22834489
37909521,22806162
37039305,22693410
18970522,22795672
14629797,16397478
7691015,5989385
7917119,7212507
30886805,20023507
30964867,19577003
30926759,19482633
31645373,19840266
31138375,19632837
31081279,19623114
30202258,19468980
31227247,19642856
31239360,19600945
30901662,19645166
30598299,19578069
30248087,19693495
30801779,19713092
30844716,19635043
30945654,19758368
30442006,19730525
30707183,19778202
30314369,19617519
30186736,19756762
30441908,19784416
30203805,19575348
30814005,19733686
31076108,19734286
31012710,19844891
30547636,19703498
30557364,19914962
30741813,19771298
30429184,19587293
30709239,19824745
30379829,19803061
30560947,19839485
30407049,19850382
30901116,19770808
30358603,19830025
30510000,19620508
30735517,19818784
30803733,19833343
30115902,19860537
30579242,19670602
30957417,19757270
31334345,19669856
31218898,19727131
31202368,19767103
31406329,19736491
31436058,19734915
26355169,20428809
14282967,22511496
24226912,19151075
32497770,19451692
32538151,19360186
32963896,19463358
32894693,19513991
29256045,19474122
31754424,17945285
37260820,14877264
18625797,8518542
67310112,22772270
62786715,22850441
67778157,22836399
39803304,15806395
13067772,5776049
12940357,5725104
12929727,5719716
12916757,5715783
12871670,5694784
12975504,5732498
12869202,5693904
12884134,5696497
12791642,7835978
25086606,21871266
40732215,22967732
41021493,23081004
42323494,23016996
39130631,23005144
38828487,22820042
34225104,22876172
45377137,22826432
55193162,22777866
56196400,22975307
58393001,22928299
58650253,22978383
57389193,22844219
58580502,23029741
58279953,22985911
57712225,22789990
58698007,22993622
58858866,23062974
59548091,23030218
57424249,22903569
52905199,22977185
16909418,22972240
42937298,23038804
58687759,22871314
58917124,23006116
59391755,22934923
58834822,23018760
59477285,23009985
59190805,23044338
60768164,23002076
59596585,22798386
60377873,22977563
60508201,22964492
59080083,22776508
60670652,22946664
54648583,22914181
30304010,23091193
47755061,22885973
44602568,23198925
43664292,23098362
43013220,22910957
43946997,23041801
43634133,23096114
44238699,23093245
42700739,22910104
43407733,23074099
43757097,23057384
44098741,23054979
43690012,23155774
43616539,23130360
43064344,23152570
42861600,22918033
42782910,23114798
43648901,23139310
43214821,23122911
42790408,22924750
42449914,23209533
43404686,23383147
42716064,22908232
44011601,23154639
44043811,23123825
43752260,23127554
43260131,22981779
44067078,23122259
43368823,23114291
41399129,22960517
42869204,23070455
42861830,23157629
41785523,23106256
40892239,22886906
42852433,23165063
43034090,23243635
41659728,23005487
42936800,23172468
42269931,23152125
42199847,23110366
40463944,22936381
42898050,23169966
41656656,23076816
38435439,22102320
40681367,21432683
41909198,21379482
39276985,21439026
19858966,20782403
11177023,10899338
29948259,20014806
38516698,22782876
43456787,23228290
44376276,23032161
45303841,23527374
44364187,22958677
44556328,23151309
44257092,23156038
44846859,23152211
44824228,23194744
44855590,23201375
44605429,23176611
43568514,22997030
43949573,23119844
45338345,23099312
46203643,23118142
44485079,22911449
45952858,23223453
45995898,23172139
45147123,22918046
45657531,23130016
45583544,23120094
45722307,23097210
44519451,22949272
46010496,23119767
46174822,23122932
44924043,22891989
45986995,23083072
45721881,23124099
45036790,23117090
44590431,22922028
44470067,23181177
45476100,23170496
44030438,22944507
44868034,23175616
45927282,23551552
44521333,23026251
43613963,22883520
44697462,23108428
44089597,23083061
42439980,22734290
44216832,23022550
43958418,23079037
44474238,23028408
43994107,22828176
44735063,23163118
44619646,23109651
44697488,23072525
44418284,23043847
44055214,23010005
44039851,23034310
43200667,22681168
44673280,23067955
44359024,23070776
44476136,23065715
44242980,22854416
44171824,23116873
44663365,23098000
43641862,22955781
44269037,23188805
45358497,23115816
45451717,23155764
45840692,22881004
45700462,23181010
45980336,23170108
45673899,22903455
45778153,23133734
46414883,23352451
46053286,23114089
45482176,22915317
45555544,23084473
45818841,23146657
45136001,22888181
46329551,23108694
46093424,23083424
45710759,23050156
45682321,22916872
46012554,23127341
45618468,23168315
44919256,22725759
44999323,23128671
45554121,23106780
45763718,23101896
45173534,22951641
45788133,23126073
46105448,23112348
45759924,23094718
45308371,22931590
46026513,23126916
46147956,23120780
45093411,22872688
46065485,23101993
45782004,23133320
45872024,23114477
45141872,22933170
45504812,23158335
45772666,23083718
44786591,22893441
45854422,23345492
45727111,23102368
45985557,23085074
45351009,22925814
45700619,23237464
45246628,23056769
44308158,22907436
44690202,23204355
44774779,23078076
44770431,23121842
44162892,22885318
44259009,23114702
44634198,23110006
44051872,22866807
45180784,23150228
45293586,23130508
44540736,23156403
44009115,22981833
44416258,23105731
44781955,23128705
45116797,23193840
44161147,23150215
45285686,23238152
45204702,23184838
44360234,22961061
44948717,23163730
44771686,23167620
45524796,23209371
44591446,22999756
44986922,23400902
45373841,23174322
44271248,22945494
46047405,23475362
44460446,23164031
45300893,23235789
44177367,23025392
44687761,23222438
46414573,23193221
45244869,22961389
46441366,23163766
35850397,23025914
31168362,21187260
20742704,11862883
16920875,11091672
14549956,5953423
11691804,5720591
8731139,5888888
7499682,3247862
7354785,2936838
6937447,9152522
8441462,23193472
34951987,23015529
45505743,22790315
49197109,23015177
50170081,22989432
49959434,22943510
49540306,22761136
50300406,22965796
