category,canneal
runtime,3.07430100440979
l2miss,20597878.36734694
l3miss,4829666.530612245
instructions,1264288877.9591837
cycles,1959606073.877551
stall_cycles,1192520283.6734695
intra_coh,0.0
inter_coh,1.6326530612244896
wall_cycles,2175946635.9183674
llc_size,35612797.3877551
local_mem,258506083.26530612
remote_mem,2166700.4081632653
