instructions:u,cycles:u
517537,743113
6296670,13454007
145970098,78415774
13096618,5690832
12386450,5426883
12425132,5445616
12369517,5419314
12499590,5470125
12420766,5444133
12337080,5407707
12380532,5422375
12473603,5462862
12496387,5459078
12414045,5444150
12549306,5494164
12514553,5474105
12459471,5467991
12401198,5439274
12408625,5442685
12460563,5456493
12233140,5360771
12482666,5463949
12470223,5466887
12389493,5434214
12449983,5452257
12603367,5509943
12557412,5498142
12126302,5317976
12580870,5506530
12618111,5520082
12571461,5509050
12506488,5469221
12665479,5549285
12581224,5500845
12514459,5484151
12414781,5435415
12623886,5516971
12658110,5543883
12628473,5528464
12709667,5554496
12699994,5559956
12626133,5536823
12601293,5517555
12708036,5560726
12589327,5509603
12625321,5536712
12716795,5565992
12825335,5606836
12723402,5582939
12713500,5572593
12684867,5548847
12713320,5567023
12669089,5561051
12720997,5567667
12640639,5529626
12708489,5564838
12502977,5480932
12821584,5609772
12770185,5578070
12696159,5576427
12784659,5590995
12833923,5631259
12780266,5585620
12804632,5615320
12773862,5584909
12683726,5560099
12466096,8187657
11635715,15949810
7154952,12218859
2907605,3168469
1745019,767331
1870947,814268
6194017,2929750
12781733,5584568
12499069,5469996
12700801,5556451
12489222,5448721
12490338,5474871
12481037,5460803
12697427,5538327
12680661,5551324
12542638,5503088
12668337,5535977
12643296,5533724
12646287,5541002
12528857,5487857
12675118,5548017
12701573,5547436
12549045,5488111
12657134,5537661
12653397,5540807
12531245,5485105
12638278,5537541
12751222,5574889
12760252,5581187
12905359,5652297
12705820,5550910
12759372,5586288
12800962,5588774
12647538,5525502
12690068,5549419
12865098,5615119
12770436,5587867
12768488,5590653
12805909,5603166
12715281,5560156
12578475,5511503
12699938,5564030
12656140,5543642
12670972,5536285
12615068,5520233
12660721,5532180
12686762,5555416
12570720,5495967
12563161,5501023
12709335,5548778
12712097,5567251
12524099,5483433
12661751,5529613
12581504,5508924
12636236,5537686
12567460,5505832
12671962,5536655
12531145,5486269
12449399,5463822
12607898,5523002
12571273,5496619
12650519,5539822
12520927,5480364
12632208,5528777
12521263,5488015
12431852,5435300
12453399,5453654
12490513,5464481
12438453,5440810
12285527,5370435
12523416,5480358
12444637,5442482
12405577,5443705
12478650,5448390
12501347,5485310
12496355,5466111
12287689,5386127
12510345,5475458
12459046,5452843
12453633,5451141
12397447,5438313
12015231,11631305
10091477,14763998
5720648,8822310
2730653,2713821
26495268,13164512
30737329,23198259
30900564,22738365
33464608,23008187
35161601,23117547
33563805,23082164
32694558,23105916
34789910,23513426
34429838,23161820
34441789,22851339
33569873,23068022
35919634,23129511
32764988,21993979
34583502,23208165
35288465,23123276
35007967,23121692
34491370,22831458
35393436,23189018
35805128,23201214
35410241,23068865
34263140,22808188
35923088,23162868
35464578,23051641
35012224,22874626
35085056,23096872
34682741,23022414
34392414,23095724
33966124,22792340
34651047,23055030
35123948,23065716
35070119,22751147
35301041,23115283
35816316,23122841
35875411,23103586
34619442,22814205
34196073,23074327
33973997,23004535
34203334,22715996
35666231,22972939
18986287,23085935
11139345,12808604
38504768,20661166
50311415,22965039
57784625,22879311
60419430,22893212
61315834,22980956
61369739,22908683
61620657,22923808
58194286,22758693
62259775,23001110
61501046,22985817
61583327,22982263
60004619,22799877
62396737,22994183
60828991,22941596
60236132,22782573
62531556,23028311
61859583,22928186
62032078,22921253
59699381,22801195
62343673,22981320
61879107,22953486
59885314,22728441
63091999,23176840
62081908,22961595
62373200,23022965
60127362,22784071
62694711,22999840
62439269,22976448
62253132,22958462
61660247,23176666
55514754,22951158
20975017,22805191
11775963,12319022
20839948,10973313
31671483,23356472
22549244,23089486
22595593,22765489
23896897,23258486
22023957,23078027
22830641,22934644
21781476,23145462
23802456,23121045
23628500,23193984
23770231,22910578
24324916,23231732
23338696,23192190
23845979,22917023
24381089,23211280
24662995,23091299
25106149,23111782
23351124,22968348
23709072,23087316
24412213,22991158
24911643,22853263
24325988,23165450
24737778,23107231
23719217,23056531
23935165,22853811
24099414,23091900
25113108,23071381
24559091,23127993
24681927,23599293
23011735,23080103
24208649,23101511
24087377,22804595
24996802,23092808
25208795,23138295
24366513,23158569
23844691,22825498
23458947,23061679
23811921,23007393
25297971,22728952
22956237,22761990
11804162,19208933
7081384,23175299
22272607,22675321
36580340,22799321
36400098,22736941
36290187,22568478
37737743,22787523
37719092,22747923
37565525,22747148
36276874,22596363
37648599,22752514
37602118,22723503
37348120,22743449
36294981,22617356
37789245,22754759
37633598,22756319
36478329,22816891
37704400,22751645
37413522,22722424
38271610,23047939
36718306,22614428
37459640,22748459
37763211,22713320
36676795,22550364
37978820,22743746
37725053,22719487
37695684,22724124
36578609,22607118
37804905,22746958
37796696,22727950
37310198,22717535
36925777,22613795
37798579,22748550
37730465,22736045
36903621,22601370
37872669,22756235
37754353,22721815
37598268,22734829
36372361,22619454
37854810,22752508
37455854,22678747
37571338,22717982
37475488,22783535
37718306,22722514
37826169,22720533
36414649,22628268
37823639,22756884
37775331,22723095
37571467,22729207
36661650,22577304
37635214,22741928
38286379,23022095
36641235,22609179
37941010,22750532
37873511,22739608
37730116,22725138
36632251,22609334
37718210,22766777
37654841,22720540
31174837,22717573
13835184,22565425
7378266,8485239
4944040,2959418
19207606,11062636
34344645,16221078
33929935,16058497
33556411,16035741
33271848,16100551
32624502,15649360
33581732,16109156
33488479,16089430
34219643,16171506
33714518,16199729
33531952,16157038
32719525,16286722
33650203,16193853
33846595,16252346
33819511,16232975
32919543,16244969
33579851,16256130
33367392,16149375
33114462,16180215
34286702,16445691
33416445,16215832
33599923,16198532
33174086,16187698
33562247,16284815
33642335,16258388
33071094,16106691
33665780,16206963
33689157,16161657
33454957,16206623
32870455,16220685
33996078,16214658
33659064,16187818
33198153,16095568
33580792,16159524
33720222,16116103
33535373,16179165
32706155,16134919
33634804,16211392
33355680,16227167
33417505,16177168
33029074,16088295
34035804,16128583
33599594,16076833
33138028,16032589
33845979,16096163
33855228,16150351
33965887,16089868
33139316,16063050
34143691,16091552
33902763,16102326
32541896,15561552
34150839,16308814
33797959,16105292
33941039,16061429
33273120,16093819
34008224,16123257
33594020,16194124
33200145,16110368
33226546,16109332
33823644,16218496
33482507,16174218
32919104,16100383
33818196,16215706
33871897,16183025
33516136,16155459
33167767,16119087
33522374,16210931
33745399,16173414
32332080,15633960
33745693,16225456
33596246,16241396
33759894,16239415
32893140,16245382
33620584,16220768
33388257,16258385
33864790,16214717
33125653,16167295
33815731,16130577
33638783,16285877
32737908,16143304
33928976,16208685
33409490,16331308
33650590,16358029
33199334,16125313
33599691,16260213
33670413,16243681
32181818,15623872
33741239,16264946
34295190,16176243
34231314,16179180
33623542,16071144
34050609,16203262
34301503,16136628
33508084,16175581
33586652,16042618
34064270,16171362
33929480,16126474
33572734,16096624
34329026,16192210
34066342,16088655
33854810,16117518
33636491,16121811
33778022,16191670
33932768,16161726
33023351,15808211
33359407,15816745
33947345,16122672
34040116,16156747
33424930,16110500
34038284,16097268
33891164,16107763
33344580,16091459
33308452,16043866
33846271,16097593
34097276,16250844
33065670,16057424
33872704,16098289
33881137,16054921
33784832,16105917
33242092,16023169
33929864,16147746
33404468,15993129
32310994,15392851
33676793,16090454
33735608,16063159
33359413,16042918
33156657,16016194
33783131,16061715
33483793,16016282
33453672,16056558
33164842,16039282
33282752,16023757
33239752,16104358
32875620,16077328
33276816,16088174
33192961,16098483
32992186,16117132
32455626,16094480
32830450,15998068
33097351,16088766
31569234,15445747
33018971,16120978
33212159,16103421
32865856,16087620
32228130,16070053
33436745,16270703
33190004,16076619
33046129,16199158
32514613,16108398
33293095,16145198
33110620,16133829
32467634,15953686
33049541,16118649
33099607,16064327
33260266,16067641
32529127,16102559
32935353,16195643
33068112,16064483
32466120,16059785
33245813,16171886
33150189,16186571
33380217,16142209
32708902,16068790
33794257,16049621
33637301,16066461
33574022,16078851
33126128,15967511
33601019,16099081
33512594,16099504
32879610,16003416
33785889,16065021
33609912,16024552
33563761,16054341
32227457,16003754
33744565,16019936
33460844,16102238
32851769,16008980
34182748,16247935
33499197,16055997
33342260,16041671
32971896,16028842
33518759,16082856
33517475,16048376
33587641,16033673
33123961,15934106
33849295,16060719
33530594,16040522
24095255,18811008
19166357,18716116
11877046,6890837
10594258,6731149
9312674,4082489
8229384,4417808
6192400,4997494
4788160,2400168
4837114,2063125
4819644,2062064
4855835,2053832
4720515,2058855
5924919,11644527
7907756,21051433
25741459,17255470
36408047,22807631
36301534,22727160
36741713,22705752
36342923,22590751
37365868,22744702
37060658,22697187
37381039,22777889
