starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 09 22:50:02 2019	1547041802	0	709	709	70
Wed Jan 09 22:50:02 2019	1547041802	0	714	714	112
Wed Jan 09 22:50:04 2019	1547041804	0	716	716	240
Wed Jan 09 22:50:01 2019	1547041801	2	716	718	1
Wed Jan 09 22:50:01 2019	1547041801	0	723	723	426
Wed Jan 09 22:50:05 2019	1547041805	0	723	723	299
Wed Jan 09 22:50:02 2019	1547041802	0	729	729	267
Wed Jan 09 22:50:05 2019	1547041805	0	732	732	362
Wed Jan 09 22:50:02 2019	1547041802	0	733	734	128
Wed Jan 09 22:50:04 2019	1547041804	0	739	740	184
Wed Jan 09 22:50:01 2019	1547041801	1	744	745	173
Wed Jan 09 22:50:02 2019	1547041802	0	745	745	87
Wed Jan 09 22:50:01 2019	1547041801	2	744	746	1
Wed Jan 09 22:50:02 2019	1547041802	0	747	748	109
Wed Jan 09 22:50:03 2019	1547041803	0	749	749	592
Wed Jan 09 22:50:01 2019	1547041801	0	752	752	198
Wed Jan 09 22:50:01 2019	1547041801	1	758	759	173
Wed Jan 09 22:50:02 2019	1547041802	0	759	759	204
Wed Jan 09 22:50:01 2019	1547041801	1	758	759	172
Wed Jan 09 22:50:02 2019	1547041802	0	763	764	188
Wed Jan 09 22:50:02 2019	1547041802	1	767	768	102
Wed Jan 09 22:50:05 2019	1547041805	0	769	770	675
Wed Jan 09 22:50:01 2019	1547041801	1	771	772	129
Wed Jan 09 22:50:03 2019	1547041803	0	774	774	283
Wed Jan 09 22:50:02 2019	1547041802	0	775	775	135
Wed Jan 09 22:50:02 2019	1547041802	0	777	778	462
Wed Jan 09 22:50:02 2019	1547041802	0	783	783	133
Wed Jan 09 22:50:03 2019	1547041803	0	784	785	592
Wed Jan 09 22:50:01 2019	1547041801	1	786	787	175
Wed Jan 09 22:50:04 2019	1547041804	0	788	789	317
Wed Jan 09 22:50:05 2019	1547041805	0	789	790	298
Wed Jan 09 22:50:04 2019	1547041804	0	793	793	675
Wed Jan 09 22:50:04 2019	1547041804	0	797	797	458
Wed Jan 09 22:50:02 2019	1547041802	0	797	798	59
Wed Jan 09 22:50:04 2019	1547041804	0	799	799	460
Wed Jan 09 22:50:04 2019	1547041804	0	799	800	461
Wed Jan 09 22:50:01 2019	1547041801	1	801	802	175
Wed Jan 09 22:50:01 2019	1547041801	1	802	803	174
Wed Jan 09 22:50:01 2019	1547041801	1	803	804	173
Wed Jan 09 22:50:02 2019	1547041802	0	809	809	124
Wed Jan 09 22:50:02 2019	1547041802	1	810	811	512
Wed Jan 09 22:50:05 2019	1547041805	0	813	813	71
Wed Jan 09 22:50:05 2019	1547041805	0	814	814	217
Wed Jan 09 22:50:01 2019	1547041801	1	814	815	173
Wed Jan 09 22:50:01 2019	1547041801	0	815	815	211
Wed Jan 09 22:50:04 2019	1547041804	0	815	816	459
Wed Jan 09 22:50:05 2019	1547041805	0	815	816	316
Wed Jan 09 22:50:01 2019	1547041801	1	816	817	209
Wed Jan 09 22:50:01 2019	1547041801	2	816	818	128
Wed Jan 09 22:50:02 2019	1547041802	0	818	818	262
Wed Jan 09 22:50:04 2019	1547041804	0	821	821	370
Wed Jan 09 22:50:04 2019	1547041804	0	822	822	411
Wed Jan 09 22:50:02 2019	1547041802	0	826	827	60
Wed Jan 09 22:50:03 2019	1547041803	0	828	828	298
Wed Jan 09 22:50:01 2019	1547041801	1	829	830	171
Wed Jan 09 22:50:01 2019	1547041801	1	829	831	129
Wed Jan 09 22:50:03 2019	1547041803	0	839	840	398
Wed Jan 09 22:50:04 2019	1547041804	0	841	841	391
Wed Jan 09 22:50:04 2019	1547041804	0	841	841	501
Wed Jan 09 22:50:01 2019	1547041801	1	840	842	128
Wed Jan 09 22:50:01 2019	1547041801	1	841	842	128
Wed Jan 09 22:50:01 2019	1547041801	1	843	844	129
Wed Jan 09 22:50:01 2019	1547041801	1	843	845	257
Wed Jan 09 22:50:03 2019	1547041803	0	849	849	328
Wed Jan 09 22:50:05 2019	1547041805	0	849	850	404
Wed Jan 09 22:50:04 2019	1547041804	0	850	850	641
Wed Jan 09 22:50:04 2019	1547041804	0	850	850	238
Wed Jan 09 22:50:04 2019	1547041804	0	853	854	463
Wed Jan 09 22:50:02 2019	1547041802	0	854	854	138
Wed Jan 09 22:50:04 2019	1547041804	0	854	854	332
Wed Jan 09 22:50:03 2019	1547041803	0	854	854	395
Wed Jan 09 22:50:05 2019	1547041805	0	859	859	344
Wed Jan 09 22:50:05 2019	1547041805	0	861	861	96
Wed Jan 09 22:50:01 2019	1547041801	2	860	862	128
Wed Jan 09 22:50:03 2019	1547041803	0	866	867	286
Wed Jan 09 22:50:05 2019	1547041805	0	868	868	675
Wed Jan 09 22:50:03 2019	1547041803	0	869	869	428
Wed Jan 09 22:50:04 2019	1547041804	0	872	872	444
Wed Jan 09 22:50:04 2019	1547041804	0	873	873	444
Wed Jan 09 22:50:03 2019	1547041803	0	873	873	172
Wed Jan 09 22:50:03 2019	1547041803	0	877	877	268
Wed Jan 09 22:50:02 2019	1547041802	0	884	884	434
Wed Jan 09 22:50:02 2019	1547041802	0	886	886	514
Wed Jan 09 22:50:02 2019	1547041802	0	887	887	102
Wed Jan 09 22:50:01 2019	1547041801	2	890	892	101
Wed Jan 09 22:50:04 2019	1547041804	0	895	895	769
Wed Jan 09 22:50:05 2019	1547041805	0	896	896	300
Wed Jan 09 22:50:04 2019	1547041804	0	902	902	333
Wed Jan 09 22:50:02 2019	1547041802	0	902	902	419
Wed Jan 09 22:50:02 2019	1547041802	0	904	904	151
Wed Jan 09 22:50:04 2019	1547041804	0	910	910	493
Wed Jan 09 22:50:02 2019	1547041802	0	911	912	174
Wed Jan 09 22:50:05 2019	1547041805	0	912	912	418
Wed Jan 09 22:50:02 2019	1547041802	0	917	917	274
Wed Jan 09 22:50:02 2019	1547041802	0	929	929	204
Wed Jan 09 22:50:02 2019	1547041802	0	930	930	243
Wed Jan 09 22:50:05 2019	1547041805	0	933	933	382
Wed Jan 09 22:50:03 2019	1547041803	0	934	934	350
Wed Jan 09 22:50:01 2019	1547041801	1	935	936	131
Wed Jan 09 22:50:01 2019	1547041801	2	935	937	428
Wed Jan 09 22:50:01 2019	1547041801	2	936	937	104
Wed Jan 09 22:50:02 2019	1547041802	0	939	939	404
Wed Jan 09 22:50:05 2019	1547041805	0	942	942	531
Wed Jan 09 22:50:05 2019	1547041805	0	944	944	750
Wed Jan 09 22:50:04 2019	1547041804	0	944	944	299
Wed Jan 09 22:50:04 2019	1547041804	0	946	947	554
Wed Jan 09 22:50:01 2019	1547041801	2	947	949	104
Wed Jan 09 22:50:04 2019	1547041804	0	949	949	755
Wed Jan 09 22:50:03 2019	1547041803	0	951	951	369
Wed Jan 09 22:50:03 2019	1547041803	0	951	952	259
Wed Jan 09 22:50:05 2019	1547041805	0	955	955	420
Wed Jan 09 22:50:04 2019	1547041804	0	958	958	306
Wed Jan 09 22:50:05 2019	1547041805	0	962	962	745
Wed Jan 09 22:50:04 2019	1547041804	0	962	963	516
Wed Jan 09 22:50:05 2019	1547041805	0	964	964	294
Wed Jan 09 22:50:05 2019	1547041805	0	966	966	297
Wed Jan 09 22:50:01 2019	1547041801	2	967	968	104
Wed Jan 09 22:50:01 2019	1547041801	2	967	969	103
Wed Jan 09 22:50:01 2019	1547041801	2	969	970	102
Wed Jan 09 22:50:01 2019	1547041801	2	971	972	101
Wed Jan 09 22:50:03 2019	1547041803	0	977	977	831
Wed Jan 09 22:50:03 2019	1547041803	0	977	977	504
Wed Jan 09 22:50:05 2019	1547041805	0	981	981	293
Wed Jan 09 22:50:02 2019	1547041802	0	981	981	298
Wed Jan 09 22:50:04 2019	1547041804	0	982	982	781
Wed Jan 09 22:50:05 2019	1547041805	0	987	988	498
Wed Jan 09 22:50:02 2019	1547041802	0	988	988	145
Wed Jan 09 22:50:05 2019	1547041805	0	992	992	443
Wed Jan 09 22:50:04 2019	1547041804	0	994	994	369
Wed Jan 09 22:50:04 2019	1547041804	0	994	995	443
Wed Jan 09 22:50:03 2019	1547041803	0	1000	1000	370
Wed Jan 09 22:50:04 2019	1547041804	0	1002	1003	827
Wed Jan 09 22:50:01 2019	1547041801	2	1001	1003	102
Wed Jan 09 22:50:01 2019	1547041801	2	1002	1004	101
Wed Jan 09 22:50:01 2019	1547041801	2	1004	1005	104
Wed Jan 09 22:50:01 2019	1547041801	2	1004	1006	102
Wed Jan 09 22:50:04 2019	1547041804	0	1005	1006	819
Wed Jan 09 22:50:01 2019	1547041801	2	1004	1006	103
Wed Jan 09 22:50:02 2019	1547041802	0	1006	1006	261
Wed Jan 09 22:50:01 2019	1547041801	2	1005	1006	104
Wed Jan 09 22:50:02 2019	1547041802	0	1011	1011	846
Wed Jan 09 22:50:02 2019	1547041802	0	1012	1012	273
Wed Jan 09 22:50:05 2019	1547041805	0	1013	1013	635
Wed Jan 09 22:50:04 2019	1547041804	0	1015	1015	829
Wed Jan 09 22:50:04 2019	1547041804	0	1015	1015	806
Wed Jan 09 22:50:04 2019	1547041804	0	1015	1015	636
Wed Jan 09 22:50:04 2019	1547041804	0	1017	1017	807
Wed Jan 09 22:50:04 2019	1547041804	0	1020	1020	518
Wed Jan 09 22:50:03 2019	1547041803	0	1025	1025	580
Wed Jan 09 22:50:03 2019	1547041803	0	1025	1026	689
Wed Jan 09 22:50:02 2019	1547041802	0	1029	1029	124
Wed Jan 09 22:50:04 2019	1547041804	0	1029	1029	469
Wed Jan 09 22:50:05 2019	1547041805	0	1030	1030	342
Wed Jan 09 22:50:03 2019	1547041803	0	1034	1034	370
Wed Jan 09 22:50:04 2019	1547041804	0	1039	1039	397
Wed Jan 09 22:50:02 2019	1547041802	0	1048	1049	72
Wed Jan 09 22:50:02 2019	1547041802	0	1050	1050	301
Wed Jan 09 22:50:04 2019	1547041804	0	1050	1050	409
Wed Jan 09 22:50:03 2019	1547041803	0	1052	1052	287
Wed Jan 09 22:50:04 2019	1547041804	0	1053	1053	411
Wed Jan 09 22:50:04 2019	1547041804	0	1053	1053	410
Wed Jan 09 22:50:02 2019	1547041802	0	1054	1054	541
Wed Jan 09 22:50:04 2019	1547041804	0	1054	1054	443
Wed Jan 09 22:50:02 2019	1547041802	0	1057	1057	124
Wed Jan 09 22:50:05 2019	1547041805	1	1060	1061	537
Wed Jan 09 22:50:02 2019	1547041802	0	1061	1061	64
Wed Jan 09 22:50:03 2019	1547041803	0	1061	1061	272
Wed Jan 09 22:50:03 2019	1547041803	0	1063	1063	584
Wed Jan 09 22:50:01 2019	1547041801	2	1065	1066	102
Wed Jan 09 22:50:05 2019	1547041805	0	1070	1071	333
Wed Jan 09 22:50:05 2019	1547041805	0	1071	1071	507
Wed Jan 09 22:50:03 2019	1547041803	0	1073	1073	595
Wed Jan 09 22:50:05 2019	1547041805	0	1075	1075	496
Wed Jan 09 22:50:02 2019	1547041802	1	1074	1075	113
Wed Jan 09 22:50:05 2019	1547041805	0	1077	1078	668
Wed Jan 09 22:50:05 2019	1547041805	0	1080	1080	136
Wed Jan 09 22:50:04 2019	1547041804	0	1082	1083	461
Wed Jan 09 22:50:01 2019	1547041801	1	1082	1083	888
Wed Jan 09 22:50:01 2019	1547041801	2	1084	1085	103
Wed Jan 09 22:50:03 2019	1547041803	0	1089	1089	686
Wed Jan 09 22:50:05 2019	1547041805	0	1093	1093	705
Wed Jan 09 22:50:02 2019	1547041802	0	1095	1095	523
Wed Jan 09 22:50:04 2019	1547041804	0	1095	1095	522
Wed Jan 09 22:50:02 2019	1547041802	0	1098	1098	332
Wed Jan 09 22:50:01 2019	1547041801	0	1099	1099	305
Wed Jan 09 22:50:03 2019	1547041803	0	1103	1104	678
Wed Jan 09 22:50:01 2019	1547041801	2	1105	1107	1
Wed Jan 09 22:50:04 2019	1547041804	0	1108	1108	762
Wed Jan 09 22:50:02 2019	1547041802	0	1110	1110	392
Wed Jan 09 22:50:04 2019	1547041804	0	1110	1110	756
Wed Jan 09 22:50:04 2019	1547041804	0	1110	1111	757
Wed Jan 09 22:50:02 2019	1547041802	0	1111	1111	136
Wed Jan 09 22:50:02 2019	1547041802	0	1113	1113	57
Wed Jan 09 22:50:03 2019	1547041803	0	1114	1115	566
Wed Jan 09 22:50:03 2019	1547041803	0	1114	1115	219
Wed Jan 09 22:50:03 2019	1547041803	0	1115	1115	221
Wed Jan 09 22:50:01 2019	1547041801	1	1115	1116	171
Wed Jan 09 22:50:04 2019	1547041804	0	1116	1116	770
Wed Jan 09 22:50:05 2019	1547041805	0	1117	1117	644
Wed Jan 09 22:50:01 2019	1547041801	1	1116	1117	727
Wed Jan 09 22:50:04 2019	1547041804	0	1118	1118	426
Wed Jan 09 22:50:04 2019	1547041804	0	1120	1120	768
Wed Jan 09 22:50:05 2019	1547041805	0	1121	1121	496
Wed Jan 09 22:50:03 2019	1547041803	0	1126	1126	669
Wed Jan 09 22:50:04 2019	1547041804	0	1132	1132	424
Wed Jan 09 22:50:05 2019	1547041805	0	1132	1132	132
Wed Jan 09 22:50:01 2019	1547041801	1	1132	1134	171
Wed Jan 09 22:50:04 2019	1547041804	0	1134	1134	426
Wed Jan 09 22:50:01 2019	1547041801	1	1134	1135	130
Wed Jan 09 22:50:04 2019	1547041804	0	1139	1139	757
Wed Jan 09 22:50:03 2019	1547041803	1	1139	1139	570
Wed Jan 09 22:50:02 2019	1547041802	0	1141	1141	116
Wed Jan 09 22:50:05 2019	1547041805	0	1143	1143	583
Wed Jan 09 22:50:03 2019	1547041803	0	1143	1144	645
Wed Jan 09 22:50:01 2019	1547041801	1	1143	1144	172
Wed Jan 09 22:50:03 2019	1547041803	1	1145	1146	671
Wed Jan 09 22:50:01 2019	1547041801	2	1145	1147	103
Wed Jan 09 22:50:05 2019	1547041805	0	1147	1148	566
Wed Jan 09 22:50:04 2019	1547041804	0	1150	1150	443
Wed Jan 09 22:50:04 2019	1547041804	0	1152	1153	462
Wed Jan 09 22:50:04 2019	1547041804	0	1153	1153	462
Wed Jan 09 22:50:03 2019	1547041803	0	1153	1154	404
Wed Jan 09 22:50:04 2019	1547041804	0	1155	1155	463
Wed Jan 09 22:50:01 2019	1547041801	2	1154	1156	103
Wed Jan 09 22:50:01 2019	1547041801	1	1155	1156	704
Wed Jan 09 22:50:01 2019	1547041801	1	1157	1158	131
Wed Jan 09 22:50:01 2019	1547041801	2	1157	1158	103
Wed Jan 09 22:50:01 2019	1547041801	1	1157	1158	101
Wed Jan 09 22:50:01 2019	1547041801	2	1157	1159	101
Wed Jan 09 22:50:03 2019	1547041803	0	1159	1159	733
Wed Jan 09 22:50:03 2019	1547041803	0	1161	1161	790
Wed Jan 09 22:50:03 2019	1547041803	0	1161	1162	734
Wed Jan 09 22:50:05 2019	1547041805	0	1161	1162	708
Wed Jan 09 22:50:02 2019	1547041802	0	1162	1162	572
Wed Jan 09 22:50:04 2019	1547041804	0	1166	1166	806
Wed Jan 09 22:50:01 2019	1547041801	1	1166	1167	130
Wed Jan 09 22:50:01 2019	1547041801	2	1166	1168	102
Wed Jan 09 22:50:01 2019	1547041801	1	1167	1168	210
Wed Jan 09 22:50:01 2019	1547041801	2	1166	1168	102
Wed Jan 09 22:50:05 2019	1547041805	0	1169	1169	369
Wed Jan 09 22:50:01 2019	1547041801	1	1170	1171	173
Wed Jan 09 22:50:03 2019	1547041803	1	1172	1172	352
Wed Jan 09 22:50:02 2019	1547041802	0	1174	1174	830
Wed Jan 09 22:50:04 2019	1547041804	0	1178	1179	801
Wed Jan 09 22:50:05 2019	1547041805	0	1179	1179	668
Wed Jan 09 22:50:05 2019	1547041805	0	1180	1180	645
Wed Jan 09 22:50:01 2019	1547041801	1	1182	1183	131
Wed Jan 09 22:50:01 2019	1547041801	1	1183	1184	130
Wed Jan 09 22:50:01 2019	1547041801	2	1184	1186	129
Wed Jan 09 22:50:05 2019	1547041805	0	1195	1196	885
Wed Jan 09 22:50:03 2019	1547041803	0	1196	1196	605
Wed Jan 09 22:50:02 2019	1547041802	0	1202	1203	649
Wed Jan 09 22:50:03 2019	1547041803	0	1202	1203	733
Wed Jan 09 22:50:02 2019	1547041802	0	1204	1204	834
Wed Jan 09 22:50:05 2019	1547041805	0	1204	1204	477
Wed Jan 09 22:50:02 2019	1547041802	0	1205	1205	972
Wed Jan 09 22:50:01 2019	1547041801	1	1206	1207	173
Wed Jan 09 22:50:01 2019	1547041801	2	1206	1208	172
Wed Jan 09 22:50:03 2019	1547041803	0	1208	1208	737
Wed Jan 09 22:50:01 2019	1547041801	2	1210	1211	418
Wed Jan 09 22:50:03 2019	1547041803	0	1213	1213	730
Wed Jan 09 22:50:01 2019	1547041801	0	1214	1214	211
Wed Jan 09 22:50:05 2019	1547041805	0	1215	1215	724
Wed Jan 09 22:50:01 2019	1547041801	0	1216	1216	418
Wed Jan 09 22:50:03 2019	1547041803	0	1222	1222	308
Wed Jan 09 22:50:03 2019	1547041803	0	1224	1224	384
Wed Jan 09 22:50:01 2019	1547041801	1	1223	1224	173
Wed Jan 09 22:50:01 2019	1547041801	0	1229	1229	607
Wed Jan 09 22:50:01 2019	1547041801	0	1229	1229	224
Wed Jan 09 22:50:05 2019	1547041805	0	1233	1234	744
Wed Jan 09 22:50:01 2019	1547041801	2	1234	1236	129
Wed Jan 09 22:50:01 2019	1547041801	0	1243	1243	777
Wed Jan 09 22:50:03 2019	1547041803	1	1252	1252	644
Wed Jan 09 22:50:03 2019	1547041803	0	1258	1258	380
Wed Jan 09 22:50:02 2019	1547041802	0	1260	1260	101
Wed Jan 09 22:50:05 2019	1547041805	0	1262	1262	884
Wed Jan 09 22:50:03 2019	1547041803	0	1266	1266	698
Wed Jan 09 22:50:01 2019	1547041801	0	1272	1272	467
Wed Jan 09 22:50:02 2019	1547041802	0	1272	1273	89
Wed Jan 09 22:50:01 2019	1547041801	0	1273	1273	593
Wed Jan 09 22:50:05 2019	1547041805	0	1274	1274	717
Wed Jan 09 22:50:03 2019	1547041803	0	1281	1281	420
Wed Jan 09 22:50:01 2019	1547041801	0	1282	1283	528
Wed Jan 09 22:50:03 2019	1547041803	0	1283	1284	371
Wed Jan 09 22:50:05 2019	1547041805	0	1289	1290	970
Wed Jan 09 22:50:05 2019	1547041805	0	1295	1295	646
Wed Jan 09 22:50:04 2019	1547041804	0	1295	1295	307
Wed Jan 09 22:50:05 2019	1547041805	0	1295	1296	833
Wed Jan 09 22:50:05 2019	1547041805	0	1300	1301	745
Wed Jan 09 22:50:05 2019	1547041805	0	1302	1302	723
Wed Jan 09 22:50:04 2019	1547041804	0	1305	1305	318
Wed Jan 09 22:50:04 2019	1547041804	0	1310	1310	768
Wed Jan 09 22:50:04 2019	1547041804	0	1318	1318	331
Wed Jan 09 22:50:05 2019	1547041805	0	1324	1324	951
Wed Jan 09 22:50:04 2019	1547041804	0	1324	1324	633
Wed Jan 09 22:50:04 2019	1547041804	1	1342	1343	353
Wed Jan 09 22:50:03 2019	1547041803	0	1344	1344	1281
Wed Jan 09 22:50:04 2019	1547041804	0	1347	1347	303
Wed Jan 09 22:50:05 2019	1547041805	0	1353	1353	971
Wed Jan 09 22:50:03 2019	1547041803	0	1357	1358	701
Wed Jan 09 22:50:05 2019	1547041805	0	1360	1360	715
Wed Jan 09 22:50:04 2019	1547041804	0	1361	1362	355
Wed Jan 09 22:50:05 2019	1547041805	0	1366	1367	743
Wed Jan 09 22:50:02 2019	1547041802	0	1367	1367	814
Wed Jan 09 22:50:05 2019	1547041805	0	1367	1367	743
Wed Jan 09 22:50:03 2019	1547041803	0	1369	1369	801
Wed Jan 09 22:50:04 2019	1547041804	0	1380	1381	434
Wed Jan 09 22:50:02 2019	1547041802	0	1380	1381	843
Wed Jan 09 22:50:01 2019	1547041801	0	1385	1386	210
Wed Jan 09 22:50:01 2019	1547041801	0	1385	1386	216
Wed Jan 09 22:50:01 2019	1547041801	1	1385	1386	129
Wed Jan 09 22:50:01 2019	1547041801	1	1386	1387	174
Wed Jan 09 22:50:01 2019	1547041801	2	1386	1387	102
Wed Jan 09 22:50:01 2019	1547041801	2	1387	1389	127
Wed Jan 09 22:50:02 2019	1547041802	0	1393	1393	845
Wed Jan 09 22:50:05 2019	1547041805	0	1395	1395	1034
Wed Jan 09 22:50:05 2019	1547041805	0	1397	1398	752
Wed Jan 09 22:50:01 2019	1547041801	1	1397	1398	210
Wed Jan 09 22:50:04 2019	1547041804	0	1399	1399	427
Wed Jan 09 22:50:01 2019	1547041801	2	1398	1399	419
Wed Jan 09 22:50:01 2019	1547041801	1	1400	1401	130
Wed Jan 09 22:50:01 2019	1547041801	2	1399	1401	101
Wed Jan 09 22:50:01 2019	1547041801	2	1401	1402	521
Wed Jan 09 22:50:03 2019	1547041803	0	1402	1403	604
Wed Jan 09 22:50:03 2019	1547041803	1	1403	1404	605
Wed Jan 09 22:50:03 2019	1547041803	0	1404	1404	1185
Wed Jan 09 22:50:02 2019	1547041802	0	1407	1407	819
Wed Jan 09 22:50:03 2019	1547041803	0	1407	1408	597
Wed Jan 09 22:50:05 2019	1547041805	0	1407	1408	704
Wed Jan 09 22:50:05 2019	1547041805	0	1409	1410	704
Wed Jan 09 22:50:02 2019	1547041802	0	1410	1410	834
Wed Jan 09 22:50:01 2019	1547041801	1	1410	1411	175
