category,canneal
runtime,3.7878310680389404
l2miss,16670875.806451611
l3miss,3863507.0967741935
instructions,1002175188.0645162
cycles,1540587404.516129
stall_cycles,927839274.8387097
intra_coh,0.0
inter_coh,0.967741935483871
wall_cycles,2163500604.193548
llc_size,35468717.41935484
local_mem,207368588.3870968
remote_mem,4587520.0
