category,streamcluster
runtime,7.893249750137329
l2miss,15136786.666666668
l3miss,43079.722222222226
instructions,1012732953.0555556
cycles,711299487.2222222
stall_cycles,184854762.22222224
intra_coh,0.0
inter_coh,0.0
wall_cycles,2103381068.3333335
llc_size,162929.77777777778
local_mem,36408.88888888889
remote_mem,54613.33333333333
