category,streamcluster
runtime,3.495771646499634
l2miss,22100060.377358492
l3miss,64206.41509433962
instructions,1482459347.54717
cycles,838568386.4150943
stall_cycles,105924781.13207547
intra_coh,0.0
inter_coh,0.0
wall_cycles,2163918838.8679247
llc_size,7419.169811320755
local_mem,49461.132075471694
remote_mem,98922.26415094339
