category,canneal
runtime,15.522658824920654
l2miss,6578421.3513513515
l3miss,1565647.1621621621
instructions,445808450.4054054
cycles,749462530.1351352
stall_cycles,479132236.0810811
intra_coh,0.0
inter_coh,0.0
wall_cycles,2121542866.891892
llc_size,36027973.18918919
local_mem,80582711.35135135
remote_mem,469379.45945945947
