category,streamcluster
runtime,1.7313642501831055
l2miss,50036493.63636363
l3miss,151380.9090909091
instructions,3354845086.363636
cycles,1884269632.7272727
stall_cycles,232539994.54545453
intra_coh,0.0
inter_coh,0.0
wall_cycles,2257911089.090909
llc_size,137029.81818181818
local_mem,119156.36363636365
remote_mem,1429876.3636363635
