category,canneal
runtime,3.4608170986175537
l2miss,17859878.57142857
l3miss,4231041.785714285
instructions,1114287156.7857144
cycles,1645893535.357143
stall_cycles,971081267.1428572
intra_coh,0.0
inter_coh,0.0
wall_cycles,2161709851.428571
llc_size,35786166.85714286
local_mem,225326811.4285714
remote_mem,2340571.4285714286
