category,canneal
runtime,4.522107839584351
l2miss,13332566.753246754
l3miss,3083264.935064935
instructions,856574285.1948053
cycles,1239632525.7142856
stall_cycles,726138333.5064936
intra_coh,0.0
inter_coh,0.7792207792207793
wall_cycles,2150239622.5974026
llc_size,36278006.02597403
local_mem,158665209.35064936
remote_mem,2621440.0
