category,streamcluster
runtime,2.8510091304779053
l2miss,52107802.85714285
l3miss,144727.61904761905
instructions,3498652613.333333
cycles,1971487416.1904762
stall_cycles,245745383.80952382
intra_coh,0.0
inter_coh,0.0
wall_cycles,2102410165.7142856
llc_size,28086.85714285714
local_mem,124830.47619047618
remote_mem,124830.47619047618
