category,streamcluster
runtime,2.1420912742614746
l2miss,38130502.75862069
l3miss,106677.93103448275
instructions,2558617915.172414
cycles,1436140782.0689654
stall_cycles,177965996.55172414
intra_coh,0.0
inter_coh,0.0
wall_cycles,2213760590.3448277
llc_size,72315.58620689655
local_mem,180788.9655172414
remote_mem,90394.4827586207
