category,streamcluster
runtime,1.5875725746154785
l2miss,55801592.222222224
l3miss,144924.44444444444
instructions,3747300175.555556
cycles,2095879365.5555556
stall_cycles,257756624.44444445
intra_coh,0.0
inter_coh,0.0
wall_cycles,2334983926.6666665
llc_size,54613.333333333336
local_mem,291271.1111111111
remote_mem,145635.55555555556
