category,streamcluster
runtime,3.4284212589263916
l2miss,42809007.85714285
l3miss,114403.57142857143
instructions,2874639352.1428576
cycles,1622799817.142857
stall_cycles,204050398.5714286
intra_coh,0.0
inter_coh,2.142857142857143
wall_cycles,2103394063.5714288
llc_size,14043.42857142857
local_mem,46811.428571428565
remote_mem,234057.14285714287
