category,canneal
runtime,4.14210319519043
l2miss,14511885.79710145
l3miss,3563539.7101449273
instructions,918155216.8115942
cycles,1362332336.231884
stall_cycles,805415905.2173913
intra_coh,0.0
inter_coh,0.0
wall_cycles,2151770333.3333335
llc_size,34943985.15942029
local_mem,185286418.55072466
remote_mem,1690638.84057971
