     0.001113974,2297606,,instructions:u,908430,100.00,2.07,insn per cycle
     0.001113974,1108782,,cycles:u,914103,100.00,,
     0.002287731,6577809,,instructions:u,1044147,100.00,3.85,insn per cycle
     0.002287731,2305062,,cycles:u,1046036,100.00,,
     0.003428772,6937053,,instructions:u,1076369,100.00,3.63,insn per cycle
     0.003428772,2314623,,cycles:u,1077662,100.00,,
     0.004568591,5126711,,instructions:u,1092244,100.00,2.64,insn per cycle
     0.004568591,2031364,,cycles:u,1093216,100.00,,
     0.005708443,6411650,,instructions:u,1101746,100.00,3.20,insn per cycle
     0.005708443,2270527,,cycles:u,1102517,100.00,,
     0.006848760,6085532,,instructions:u,1108186,100.00,2.98,insn per cycle
     0.006848760,2205881,,cycles:u,1108829,100.00,,
     0.007960445,912470,,instructions:u,1112836,100.00,0.49,insn per cycle
     0.007960445,914390,,cycles:u,1113342,100.00,,
     0.009094675,5107936,,instructions:u,1105906,100.00,2.71,insn per cycle
     0.009094675,1936586,,cycles:u,1105906,100.00,,
     0.010235430,94345,,instructions:u,1016702,100.00,0.06,insn per cycle
     0.010235430,169811,,cycles:u,1017130,100.00,,
     0.011350163,865500,,instructions:u,1027996,100.00,0.54,insn per cycle
     0.011350163,897105,,cycles:u,1028349,100.00,,
     0.012463621,890066,,instructions:u,1036494,100.00,0.57,insn per cycle
     0.012463621,876997,,cycles:u,1036817,100.00,,
     0.013578244,911133,,instructions:u,1043763,100.00,0.61,insn per cycle
     0.013578244,887787,,cycles:u,1044070,100.00,,
     0.014692990,943544,,instructions:u,1049527,100.00,0.65,insn per cycle
     0.014692990,886513,,cycles:u,1049806,100.00,,
     0.015805878,968311,,instructions:u,1055299,100.00,0.69,insn per cycle
     0.015805878,850754,,cycles:u,1055542,100.00,,
     0.016938727,989974,,instructions:u,1060791,100.00,0.72,insn per cycle
     0.016938727,898330,,cycles:u,1061048,100.00,,
     0.019923956,1611407,,instructions:u,1093956,100.00,1.18,insn per cycle
     0.019923956,1318852,,cycles:u,1093956,100.00,,
     0.021045353,873832,,instructions:u,1092811,100.00,0.65,insn per cycle
     0.021045353,854719,,cycles:u,1093020,100.00,,
     0.022155765,913065,,instructions:u,1092987,100.00,0.70,insn per cycle
     0.022155765,827983,,cycles:u,1092987,100.00,,
     0.023272639,925508,,instructions:u,1091964,100.00,0.72,insn per cycle
     0.023272639,864461,,cycles:u,1092160,100.00,,
     0.024390484,948903,,instructions:u,1092938,100.00,0.75,insn per cycle
