category,canneal
runtime,4.7171854972839355
l2miss,12550717.283950618
l3miss,2982003.703703704
instructions,800551855.8024691
cycles,1161076190.1234567
stall_cycles,676791182.7160494
intra_coh,0.0
inter_coh,0.7407407407407407
wall_cycles,2144463416.2962964
llc_size,36410507.061728396
local_mem,156428768.39506173
remote_mem,1456355.5555555555
