category,streamcluster
runtime,2.8043251037597656
l2miss,27640393.80952381
l3miss,84266.19047619047
instructions,1853625734.2857144
cycles,1045011303.3333333
stall_cycles,130231224.2857143
intra_coh,0.0
inter_coh,1.4285714285714284
wall_cycles,2183840249.047619
llc_size,98304.0
local_mem,93622.85714285713
remote_mem,2715062.8571428573
