category,canneal
runtime,4.492395877838135
l2miss,17039030.87719298
l3miss,4030929.824561403
instructions,1003195135.0877192
cycles,1515836564.2105265
stall_cycles,905154512.9824561
intra_coh,0.0
inter_coh,1.0526315789473684
wall_cycles,2104931477.5438597
llc_size,37770581.333333336
local_mem,215647932.63157892
remote_mem,2000572.6315789474
