category,canneal
runtime,8.793108463287354
l2miss,11888154.878048781
l3miss,2705616.341463415
instructions,789071835.3658535
cycles,1133650535.8536584
stall_cycles,664182819.2682927
intra_coh,0.0
inter_coh,0.0
wall_cycles,2104202526.0975611
llc_size,35132890.53658537
local_mem,145010388.29268295
remote_mem,623391.2195121951
