category,streamcluster
runtime,1.6254587173461914
l2miss,53783833.684210524
l3miss,151890.52631578947
instructions,3605699469.4736843
cycles,2017049400.0
stall_cycles,247750547.36842108
intra_coh,0.0
inter_coh,4.2105263157894735
wall_cycles,2291438498.9473686
llc_size,10347.78947368421
local_mem,68985.26315789473
remote_mem,137970.52631578947
