category,streamcluster
runtime,1.9422719478607178
l2miss,43023282.30769231
l3miss,136893.84615384616
instructions,2889370396.923077
cycles,1662203153.0769231
stall_cycles,232802820.0
intra_coh,0.0
inter_coh,0.0
wall_cycles,2244969071.5384617
llc_size,7561.846153846154
local_mem,151236.9230769231
remote_mem,0.0
