starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 01:55:03 2019	1547052903	2	1332	1334	647
Thu Jan 10 01:55:05 2019	1547052905	1	1337	1338	451
Thu Jan 10 01:55:03 2019	1547052903	2	1336	1338	647
Thu Jan 10 01:55:05 2019	1547052905	0	1339	1339	480
Thu Jan 10 01:55:05 2019	1547052905	0	1341	1341	171
Thu Jan 10 01:55:05 2019	1547052905	0	1351	1351	575
Thu Jan 10 01:55:07 2019	1547052907	0	1355	1355	908
Thu Jan 10 01:55:06 2019	1547052906	0	1355	1356	505
Thu Jan 10 01:55:03 2019	1547052903	2	1356	1358	135
Thu Jan 10 01:55:03 2019	1547052903	3	1355	1358	3
Thu Jan 10 01:55:05 2019	1547052905	0	1363	1364	141
Thu Jan 10 01:55:04 2019	1547052904	0	1365	1366	538
Thu Jan 10 01:55:03 2019	1547052903	2	1373	1374	59
Thu Jan 10 01:55:03 2019	1547052903	2	1372	1374	345
Thu Jan 10 01:55:03 2019	1547052903	2	1373	1375	647
Thu Jan 10 01:55:07 2019	1547052907	0	1378	1378	1208
Thu Jan 10 01:55:04 2019	1547052904	0	1382	1382	1051
Thu Jan 10 01:55:03 2019	1547052903	2	1384	1386	647
Thu Jan 10 01:55:03 2019	1547052903	2	1386	1388	81
Thu Jan 10 01:55:03 2019	1547052903	2	1403	1405	373
Thu Jan 10 01:55:03 2019	1547052903	2	1404	1406	81
Thu Jan 10 01:55:03 2019	1547052903	2	1406	1407	598
Thu Jan 10 01:55:05 2019	1547052905	0	1410	1410	934
Thu Jan 10 01:55:04 2019	1547052904	0	1421	1421	817
Thu Jan 10 01:55:07 2019	1547052907	0	1429	1430	931
Thu Jan 10 01:55:04 2019	1547052904	0	1430	1430	708
Thu Jan 10 01:55:07 2019	1547052907	0	1430	1430	933
Thu Jan 10 01:55:07 2019	1547052907	0	1434	1434	934
Thu Jan 10 01:55:03 2019	1547052903	2	1434	1436	137
Thu Jan 10 01:55:04 2019	1547052904	0	1437	1437	710
Thu Jan 10 01:55:03 2019	1547052903	2	1437	1439	81
Thu Jan 10 01:55:03 2019	1547052903	2	1438	1440	136
Thu Jan 10 01:55:08 2019	1547052908	0	1453	1454	1084
Thu Jan 10 01:55:03 2019	1547052903	0	1455	1455	911
Thu Jan 10 01:55:06 2019	1547052906	0	1457	1457	619
Thu Jan 10 01:55:03 2019	1547052903	0	1458	1459	708
Thu Jan 10 01:55:04 2019	1547052904	0	1463	1463	771
Thu Jan 10 01:55:04 2019	1547052904	0	1465	1465	759
Thu Jan 10 01:55:07 2019	1547052907	0	1466	1466	933
Thu Jan 10 01:55:03 2019	1547052903	2	1464	1466	416
Thu Jan 10 01:55:04 2019	1547052904	0	1488	1488	858
Thu Jan 10 01:55:04 2019	1547052904	0	1495	1495	684
Thu Jan 10 01:55:04 2019	1547052904	0	1501	1502	658
Thu Jan 10 01:55:04 2019	1547052904	0	1511	1512	1161
