category,canneal
runtime,6.515919208526611
l2miss,9876087.010309279
l3miss,2310975.2577319588
instructions,660546913.6082474
cycles,940810918.3505155
stall_cycles,546264184.3298969
intra_coh,0.0
inter_coh,1.6494845360824741
wall_cycles,2140550381.443299
llc_size,35317823.34020618
local_mem,133004298.55670103
remote_mem,2337675.87628866
