category,streamcluster
runtime,2.158024787902832
l2miss,37731490.66666667
l3miss,101408.66666666667
instructions,2528628707.333333
cycles,1462163904.0
stall_cycles,209641497.33333334
intra_coh,0.0
inter_coh,0.0
wall_cycles,2222544576.6666665
llc_size,4369.066666666667
local_mem,87381.33333333333
remote_mem,0.0
