category,streamcluster
runtime,8.011371612548828
l2miss,14738830.14084507
l3miss,47039.718309859156
instructions,990460723.6619718
cycles,694386646.1971831
stall_cycles,180689588.73239434
intra_coh,0.0
inter_coh,0.28169014084507044
wall_cycles,2103842551.8309858
llc_size,38767.77464788732
local_mem,18460.845070422536
remote_mem,73843.38028169014
