category,canneal
runtime,14.997074127197266
l2miss,6550363.636363637
l3miss,1522493.7062937063
instructions,441178162.79720277
cycles,731496084.8951049
stall_cycles,463809636.6433566
intra_coh,0.0
inter_coh,0.0
wall_cycles,2124993226.0139859
llc_size,37326189.202797204
local_mem,80998829.65034965
remote_mem,687440.5594405595
