category,streamcluster
runtime,2.894473075866699
l2miss,34351035.75757576
l3miss,96412.12121212122
instructions,2309337831.5151515
cycles,1304974612.1212122
stall_cycles,163236984.24242425
intra_coh,0.0
inter_coh,2.4242424242424243
wall_cycles,2198544158.181818
llc_size,5957.818181818182
local_mem,39718.78787878788
remote_mem,79437.57575757576
