instructions:u,cycles:u
1791510,975726
6403209,2246605
7076878,2318988
5008603,1981054
6386776,2269852
6108888,2187868
1313283,944198
4630198,1829983
1148174,940321
949740,954495
962345,908491
950674,904010
1039868,943305
1148151,951868
1270081,965985
1081218,967909
973331,836431
926787,864190
948963,882082
977254,887509
987869,845356
1407364,1042937
930175,879294
935353,860782
1068755,886529
918630,854183
1442742,1035277
1100551,947889
1102734,887347
1045799,936615
1177127,926343
1011355,900682
1010605,888937
1441523,1045258
1024677,848647
1000247,882982
1014692,872072
985628,861196
1513270,1008221
1010477,850824
1029607,880986
1064733,880805
1077297,888554
1457570,979637
1123233,895540
1085611,872448
1009931,808490
1121918,893783
1138562,923223
1374466,983827
1115134,894925
1099343,919408
1142068,921284
1397837,963112
1249081,974609
1362426,1009591
1295930,974472
1396087,1011666
1282729,1001425
1216193,931291
1089147,892908
1189236,951972
1292756,980825
1393257,990991
1265303,959447
1366467,997358
1365961,945624
1413088,979009
1462797,1002525
1317552,959590
1097397,910655
1270193,977267
976772,905960
1504186,996927
1315377,942653
1147919,906080
1319055,948247
1011715,887998
1628764,1037674
1379795,964611
1201536,901720
1393265,956225
1038762,853850
1262975,925502
1432308,971183
1534913,985996
1524596,1026974
1428608,966002
1272463,944938
1263759,921309
1132060,912207
1578499,998878
1598064,1001467
1558872,1066703
1493161,991805
1256552,905597
1396001,974839
1007950,845900
1321248,944726
1549328,1042332
1518149,1008893
1281310,920453
1325396,927744
1152681,888097
1345889,939079
1525226,1023387
1640826,1009460
1493344,1011784
1745332,1087079
1282272,1001161
1322037,947393
1347655,979290
1318385,968690
1361371,973516
1230304,952010
1254121,950814
1311321,965042
1520511,984489
1405488,1016081
1366656,977174
1480176,990862
1289395,935078
1718623,1039652
1390546,993180
1753825,1068087
1526514,1021800
1684150,1056801
1370848,962396
1110900,772289
1327825,1002430
1055240,944206
947782,867012
1224245,944789
1656535,1015016
1514802,1046446
1047271,845932
1565562,1060526
1205306,958236
1478859,1013282
1681612,1019179
1466653,987072
1629473,1045772
1241273,939391
1470739,1024380
1779783,1091497
1463124,978085
1264436,913504
1648093,1034404
1228982,923778
1438549,997647
1790356,1056918
1588432,1017031
1081335,884475
1681461,1027490
1292640,949420
1271774,956015
1485873,1016704
1457952,984087
1438493,989053
1269587,973778
1198441,922108
1403445,989208
1339567,993713
1397393,1000707
1281276,937069
1782522,1034145
1519306,1002578
1245079,936013
1680659,1049946
1383878,1002987
1481836,1011513
1904462,1097873
1594267,1017403
1342178,963701
1786808,1095510
1356860,972357
1488208,992922
1921734,1066918
1629720,1003145
1374341,959602
1715502,1098652
1493223,1003771
1231222,920522
1320703,993288
1503526,995264
1553204,949301
1133580,903556
1795034,1062295
1380883,962524
1504385,1055728
1998479,1160696
1675606,1039684
1332106,970576
1849657,1067678
1449588,1003742
1616201,1075782
1483999,956509
1416644,989668
1455459,985929
1478175,989077
1573774,972695
1449572,1011447
1603253,1046215
1939467,1050699
1765692,1127510
1486691,1020282
1871581,1088133
1505366,1006743
1687211,1102859
2121428,1243214
1291889,942120
1394801,996610
1249523,965753
1699445,1000337
1525194,1046408
1614659,1023234
2064348,1129460
1820688,1083364
1543147,1022948
1931593,1158325
1270183,959704
1518631,1017597
2128148,1181889
1359651,888145
1372264,990353
1280750,975795
1696492,1003676
1412244,1016202
1440731,985997
2117615,1162651
1926754,1125665
2112849,1170543
1367156,964562
1506258,1016596
2072641,1167491
1404383,951279
1268622,968864
1400205,967259
2058812,1104314
1336560,998430
1491176,1021389
2266029,1209645
2044911,1169222
1220719,920765
2159452,1123994
1442102,1051700
1196953,986614
1261233,925094
1367034,959644
1679405,989448
2035347,1158484
1221656,942075
2143757,1139673
1468661,1021687
1320525,976644
1564454,1046232
2258458,1181141
2003132,1086718
1631857,1028317
1968465,1155619
1240062,957352
1207147,960609
1316290,937244
2282043,1181231
1927340,1085489
1665726,1064037
2345305,1251379
1434989,989546
1582394,1017574
2413187,1245153
1275649,919209
1299894,968697
1554927,972559
2263191,1152375
1480559,1016297
1618939,1059228
2428987,1264991
2115572,1097740
1281645,936759
2022058,1160654
1424553,978646
1292686,983333
1244651,935765
2357921,1193771
2017768,1091355
1727712,1112870
2364912,1260457
1589043,1025398
1652654,1083469
1445073,968355
3249338,1621299
1143394,880729
1239912,966112
2160608,1136568
1533825,1017568
1613624,1079082
2550051,1305554
2141708,1105345
1815966,1066234
1749259,1069850
1381115,988460
1437099,964412
1702564,1119058
2417247,1183489
2281288,1236962
1822218,1084509
2501620,1222317
1417308,975640
1130151,892998
4833894,2122913
4243796,1882131
445380,657828
312565,546979
537975,781963
812194,931555
818772,917374
337892,598659
1019660,913503
370499,607516
3323285,2160300
1738396,1262461
555088,770221
999892,1077183
2286420,1412741
2583476,2191848
3759356,1845434
5229477,2070421
3196673,1911857
2816826,1937683
2968621,1949542
3053573,1957654
3165836,2017251
2935584,1983482
3360854,2129288
1487294,1996582
2711996,2140235
2714642,2014587
2855811,2177009
3086792,2147616
2463773,2114351
2426578,2062157
3177200,2152718
2900965,2092462
2849741,2055216
2711665,2190383
2732171,2212396
2685283,2145293
2625284,2104904
3024072,2158792
2550460,2138825
2333053,2076780
2867730,2173306
2834811,2213707
2352840,2122226
3137308,2215643
3166405,2061115
2476015,2111881
3160199,2218357
2282703,2222138
2526814,2195064
2033071,2106654
4090333,3936521
4956411,4154296
3593670,3282416
2310293,2155030
2709344,2245063
2993295,3161461
2612442,2070712
9227675,8563418
3705983,2883450
3284627,3223969
3361376,2915204
2694608,2185860
2073713,2262434
4058803,3627103
4172346,3779833
3758985,4055171
6465008,3365873
6707718,2357478
3561972,2150933
2673470,2711992
3214902,3771701
4005072,3781468
4082283,3984243
4369619,3757759
4743321,4083813
5212739,4153942
4441584,4215248
4665252,4183831
4556543,4312015
6412127,4451042
5467284,4317713
4275317,4191587
3961877,4144487
4356791,3991394
4427261,3867630
5222442,4145541
4486573,3997410
2745547,2840001
2961329,3117663
3338207,2921280
3020668,3126384
16914777,14808709
6342721,5661155
3897659,4252715
2889081,2831133
2608409,2272633
5244559,2274299
10772310,9407559
3515550,3933705
2380159,2404027
13272948,11044722
4301412,2029376
3588663,1938298
6297385,5735506
2683272,3061274
3393923,3352762
3079071,3003300
3183997,3188591
3621475,3506532
2883072,2566982
4653727,4234562
5399052,4259811
3451880,3709081
4953770,4259523
1755625,1928942
3086238,2622543
2663858,2850567
12801495,10184969
4483108,4230574
3384397,2315871
2436485,2318777
4851872,2308102
3677670,3101502
3530564,2257297
3428955,2970378
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
83223,74397
0,0
548626,470952
1237587,904394
374720,587768
3637972,1665127
7163823,2368560
666189,739810
694413,764840
280265,587199
1268035,1108571
936296,841797
754943,851567
744627,827032
1671289,1160050
465896,719953
643596,991504
461431,717096
786608,937407
742117,881076
526531,764614
451745,727007
858699,1101917
3468153,2137263
5606904,2136912
5343050,2041010
5561731,2119995
5554071,2120186
5569944,2124528
4334891,2128152
4005567,2357924
4162303,2334440
3421885,2224827
4107426,2360346
3807162,2380778
3805880,2387300
3927805,2347294
3525961,2361685
3779877,2386311
4096438,2398846
4083271,2386646
3954903,2384922
3882096,2384901
3497701,2280097
3751279,2364411
3870741,2381409
3993736,2385454
153284,83495
None,None
None,None
None,None
None,None
None,None
None,None
None,None
8330,12591
3577442,2177042
4033237,2381714
3802344,2253481
4131831,2386641
3938371,2281966
4145302,2381085
3855547,2368099
3887405,2386600
3910692,2390744
3796011,2372961
3763045,2383570
3884456,2380203
3906312,2389072
4008972,2365212
4045719,2387332
4046105,2400958
3914364,2373651
4159877,2385141
4171762,2385083
3957627,2385389
4008671,2369424
3825895,2386724
3864450,2383818
3809092,2380637
3966853,2386825
3908664,2386118
3946300,2383480
3904661,2353564
3798402,2387158
3879521,2383670
3825529,2384798
3950289,2393846
3988520,2382248
4007954,2383186
3733829,2352452
3919946,2387260
3972111,2385467
3960113,2384488
3904424,2388830
3923797,2383685
3893083,2383908
3959840,2353457
3823541,2383419
3769422,2383744
3939905,2387193
3936709,2387967
4047962,2385858
4008054,2400295
3916822,2354555
3725232,2387162
3811425,2383633
4030519,2383245
3974113,2371999
3857653,2397481
4028523,2381732
3839551,2354893
3866370,2386226
3831794,2381631
3813879,2385087
3877642,2366235
3872846,2382991
3930528,2387828
3967182,2360693
3837628,2385274
3988988,2385846
4045651,2387706
4047265,2374086
4149668,2388039
3873759,2385164
3796306,2355255
3824891,2385743
3989297,2385174
3915213,2381069
3943845,2377499
3879229,2392881
3870322,2385685
3797416,2354271
3806122,2382544
3986799,2384279
4013564,2397170
511852,290615
None,None
None,None
1733173,1060386
3869563,2386091
3824894,2385451
3975455,2385306
3965503,2382000
3935292,2385163
3881888,2383652
3899112,2363230
3979412,2386451
3900585,2382503
3742641,2386162
3883886,2375866
3948948,2384359
4011090,2383975
2399862,1433396
None,None
None,None
40742,36161
3984918,2382979
3789412,2382599
3660443,2302195
3842596,2382962
4036548,2381678
3847940,2385731
3919086,2367891
3918854,2382865
3952173,2382526
3644899,2318314
3841351,2367615
3839662,2383706
3824913,2382150
3921419,2367898
3930751,2382308
3991509,2385977
3710501,2319874
4062146,2389662
4019992,2384251
4133015,2385966
3958804,2369120
3947782,2382779
3768054,2384865
3130676,1918722
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
38840,35305
3925406,2383955
3758578,2300732
3919015,2383290
3827316,2387133
3857164,2394097
3771393,2357696
3773591,2386268
3922823,2365529
3837794,2312656
3980418,2383009
3772175,2399383
3888506,2385819
3790601,2373213
3891290,2388394
3864768,2385462
3678899,2258174
3868092,2356348
3775567,2386403
3988260,2384888
3934956,2367792
3962758,2393829
3749025,2381272
3815501,2404741
3754550,2387538
3759822,2382625
3983366,2386332
4046931,2363830
3990058,2385233
3860241,2381130
3951938,2375596
4036097,2383963
3863416,2385477
5947717,3579008
3896964,2391431
3715298,2384705
3861332,2385824
3815231,2384700
3967346,2377893
4021625,2388237
3699564,2385243
3915244,2384603
3871070,2395141
3885496,2405414
3736482,2391404
3949396,2378815
3793245,2390590
3733222,2387050
3951744,2385001
3900084,2387781
3827494,2387277
3863315,2367251
3892944,2343056
3890885,2389916
3976145,2390165
3973205,2386334
3850473,2398704
3911183,2383625
3978277,2383994
3780972,2372284
3865678,2385937
3865215,2390806
3779730,2351478
3916337,2388940
3819941,2381978
3857979,2389511
3913960,2357369
3980024,2385960
3823477,2389770
3802061,2384768
3732694,2380584
3719200,2353486
3795472,2385154
2102033,1241094
None,None
None,None
None,None
None,None
None,None
None,None
None,None
45260,38656
3975068,2364265
4035316,2389075
3871311,2381687
3901212,2352489
4024428,2386720
3916713,2387024
3997147,2384253
3898570,2370917
3880735,2386101
3879471,2382450
3820097,2356816
3998409,2386275
4136877,2384504
3976492,2381969
3787647,2369674
