instructions:u,cycles:u
4001031,2331929
4231282,2384534
4120099,2382669
3930839,2371532
3972449,2393328
4135110,2384926
4012897,2391466
4103499,2388646
4105913,2380749
4082135,2382222
4072612,2365396
4087790,2382480
4034356,2383325
4013073,2382616
4108553,2399717
4171461,2386740
4019994,2383287
4097685,2361053
4032885,2382607
3874206,2390805
3950522,2384159
4092584,2398626
4103700,2382078
4126670,2380425
3995532,2362421
4107206,2386894
4142787,2385214
4086411,2384351
4206145,2415041
4075210,2384308
4036570,2383787
4137164,2361594
4133392,2385207
4109458,2382424
3942097,2382479
4138331,2378154
4216059,2387567
4205117,2384061
4015188,2362713
3988104,2386215
4014365,2381630
4041397,2388313
299004,174775
None,None
None,None
None,None
None,None
6590,11905
3662967,2088990
4133895,2389996
3890775,2217279
4087676,2383684
4143526,2381768
4040976,2382282
4135478,2364011
4165784,2385745
4170266,2381179
4196070,2404737
3957478,2387064
3973178,2380036
4120336,2395978
4209515,2369659
4214920,2386827
4164211,2380302
4106602,2374646
4150387,2386189
4194994,2381698
4113635,2380788
4130502,2366857
4171554,2382852
4178400,2384191
4155195,2381075
4141925,2391976
4056843,2383101
4121422,2381913
2109586,1178465
None,None
None,None
1174250,691603
4132978,2387523
4103056,2385307
4198800,2384542
4157634,2366915
4218878,2383660
4195048,2379623
4146456,2391204
4232426,2384979
4146748,2385992
4124514,2384963
4021447,2376875
4225754,2385189
4262920,2397059
4199646,2400625
4188442,2384834
4172325,2382654
4133024,2379906
4117402,2378947
4225664,2385731
4173823,2383116
4184174,2386248
4209835,2388438
4116484,2382455
4191929,2380542
4186480,2377165
4220891,2382392
4186043,2384820
4016437,2398375
4302861,2385746
4179586,2380185
4225490,2383560
4159837,2376559
4187068,2385063
4086845,2379773
4191297,2379118
4254752,2406641
4087500,2382681
4179972,2383207
4148851,2359771
4161056,2385774
4222609,2379876
4070995,2382996
4099789,2407322
4240721,2382051
4144801,2379789
2111063,1260693
None,None
1186,8151
4042999,2301929
4178988,2384152
3962110,2234701
4235883,2392781
4133090,2380539
4190976,2380875
4147621,2371347
4198528,2386877
3990383,2385186
4187276,2388160
4197410,2386651
4244784,2384131
4174839,2383632
4180296,2375997
4157214,2384652
4091442,2381183
4204973,2384345
4160191,2385132
4218171,2383827
4183068,2382983
4128862,2363068
4131738,2382765
4195372,2382243
4232178,2383387
4192742,2403092
4137564,2387040
4138855,2384307
4178577,2362975
4222226,2386272
4215016,2416098
4141680,2385010
4119310,2338515
4232116,2384514
4209672,2381715
4157635,2362423
4109307,2382913
3986395,2380143
4183999,2382635
4149535,2378330
4224680,2389147
4232393,2386468
4184785,2362866
4216044,2386863
4271818,2386195
4203765,2385242
4312657,2447528
4242924,2391423
4230408,2381809
4196082,2361397
4194848,2382101
4254762,2379866
4079617,2385095
4220753,2375805
4184398,2388242
4226535,2385322
4182322,2356048
4202939,2383612
4266789,2382622
4222552,2381491
4243903,2376475
4285310,2388008
4215643,2394170
4109648,2367526
4185435,2387098
4234590,2379994
4190096,2380156
4234025,2373427
4232658,2384959
4245758,2392803
4236296,2363323
4212315,2386852
4260683,2384987
4233237,2382609
4230365,2379170
4300855,2385164
4233099,2384084
4217352,2362076
4236587,2385656
4262219,2382422
4226593,2379726
4020076,2377706
4254089,2384028
4249486,2383744
2809875,1574540
None,None
None,None
None,None
1461050,838054
4219027,2383098
4243065,2384492
4171712,2351630
4255540,2385053
4222366,2380322
4229737,2396647
4251602,2378315
4233495,2386550
4223435,2383483
4227395,2368862
4249811,2388111
4094480,2384316
4234449,2383385
4195521,2373001
4251460,2384647
4207048,2384240
4197908,2361412
4246554,2383587
4279181,2389490
4248852,2381894
4246545,2379910
4257080,2385234
4240882,2381386
4161444,2366070
4230172,2384366
4224307,2381572
4251481,2384154
4180881,2370674
4276088,2383713
4218363,2382783
4130133,2320924
4267729,2389923
4222817,2383882
4261906,2382794
4240234,2374896
4267529,2389223
4229560,2385686
4176948,2334594
4282668,2386674
4062266,2383302
4176093,2380977
4220990,2373911
4270375,2386816
4219020,2384454
4139026,2320503
4243787,2386547
4260904,2405770
4209133,2352503
4181522,2372031
4372316,2385398
4349948,2381102
4175342,2315869
4346257,2386199
4338588,2385778
4221263,2383199
4236936,2373865
4296385,2383125
4325091,2382553
4170671,2318409
4330776,2382878
4329326,2381279
4346207,2388192
4312992,2368923
4367895,2383502
4356876,2383090
4253707,2312777
4351140,2384731
4315000,2384325
4363935,2382583
4357157,2389818
4378741,2387090
4398089,2383509
4132349,2288593
4349334,2383168
4304159,2380858
4369812,2382863
4079662,2382391
4317951,2383468
4365015,2380177
4336822,2386165
4380825,2395785
4370315,2382129
4317036,2380594
4391210,2384913
4098256,2384465
4322416,2381371
4289459,2347789
1939189,1118582
4220426,2383223
4237439,2383018
4210658,2368273
4280135,2389968
4165705,2379829
4262978,2388378
4291606,2384112
4210468,2380204
4246790,2383184
4232503,2377961
4171881,2381460
4238551,2379874
4223946,2382710
4301409,2415496
4177852,2383699
4233385,2381176
4160753,2360504
4269676,2389463
4250710,2381561
4222855,2379849
4312737,2399447
4262836,2385085
4238460,2382602
4192152,2363394
4248435,2387467
4268442,2383256
4233163,2382338
4296602,2393169
4240755,2388008
4209212,2380142
4214532,2366487
4235157,2382372
4095929,2389545
4201418,2380262
4261848,2378519
4271133,2387077
4219510,2382958
4231281,2361102
4214504,2381538
4278451,2380612
4083039,2379984
370073,204815
None,None
2760596,1572497
4154434,2356922
4263624,2402847
4233831,2382597
4232788,2381928
4244821,2370712
4240302,2393341
4213688,2387002
4216399,2365204
4270025,2385205
4262793,2385520
4218218,2381471
4236754,2378985
4149125,2384121
4257365,2385618
4207065,2364195
4222918,2386431
4225584,2389536
4200155,2383915
4235218,2374102
4220262,2388130
4257627,2381521
4232846,2365641
