instructions:u,cycles:u
2106489,1050943
6427653,2242417
5313049,1739747
5448824,1991127
5914886,2139973
6493730,2258019
2192416,1181556
3278496,1571361
2504389,1177931
778429,775096
952991,872115
917837,831848
977051,893850
1000882,874044
989681,898649
1365178,1004925
957709,881864
924735,867151
926734,854920
948957,863502
977963,899216
988465,862055
1394196,981243
833374,733611
997019,909389
1058670,872788
962914,847472
1344490,896713
1091782,899028
1360886,973242
1006668,867807
993031,878237
1060790,854003
1003574,874014
1413861,930820
1040133,911103
1052968,891279
1015901,836118
981935,883759
1458873,1029615
1066336,905865
837060,676362
None,None
None,None
None,None
None,None
None,None
540357,493170
1109386,963620
958322,860111
1214896,924493
1077043,918501
1049812,892647
1094134,919419
1105682,970466
1182212,947958
1334017,945422
1151174,972496
1201449,968127
1263650,950813
1250832,959018
1254018,972264
1322117,965465
1310224,967274
1302618,938489
1309159,976543
1394199,994255
1324902,955630
1359584,938120
1365059,971876
1359625,974537
1370181,942025
1456348,1006067
1426672,983142
1501139,1042681
1287258,933097
1105265,874781
1292552,956340
942187,830641
1602292,1057787
1320450,936402
1052569,868251
1343212,965714
986761,867991
1619257,1026191
1380952,954217
1197360,908826
1400181,948601
122403,209835
None,None
60,1617
1028620,910545
1259868,947162
1463717,1011300
1573230,1051142
1502777,1015928
1362059,922893
1195549,885071
1251774,926698
1119329,895543
1652139,1067973
1613872,1100059
1127965,907847
1124507,938230
1330608,955653
1358391,992396
1258622,967889
1318819,973667
987216,838735
1377697,935979
1513560,1030605
1242459,886507
1259380,930725
1179743,956244
1367304,977341
1471432,962260
1646028,1010902
1519846,1046788
1746023,1094728
1264488,972760
1421038,975596
1575607,997078
1290488,927587
1336844,936191
1164034,901730
1739372,1093210
1280111,946418
1273490,954180
1284091,967301
1203494,927989
2478337,1798166
1603707,946562
1426548,1015697
1822531,1116053
1505613,993550
1674035,1050428
1370825,965649
1220359,927384
1502219,1045519
1183555,979690
1242537,943058
1265533,959632
1307388,942049
1347155,967540
1141949,952563
1457729,982999
1200387,889538
1481109,1049063
