category,streamcluster
runtime,1.8660774230957031
l2miss,45041264.16666667
l3miss,131665.83333333334
instructions,3027968251.666667
cycles,1741213394.1666665
stall_cycles,244530724.1666667
intra_coh,0.0
inter_coh,0.0
wall_cycles,2217020683.3333335
llc_size,10922.666666666666
local_mem,327680.0
remote_mem,109226.66666666666
