category,canneal
runtime,3.538177251815796
l2miss,17652384.827586208
l3miss,4153863.103448276
instructions,1090427192.7586207
cycles,1650402456.2068965
stall_cycles,989572032.4137931
intra_coh,0.0
inter_coh,0.3448275862068966
wall_cycles,2174109580.6896553
llc_size,36113725.79310345
local_mem,216426990.3448276
remote_mem,1672297.931034483
