category,canneal
runtime,3.9793925285339355
l2miss,15602190.153846154
l3miss,3623256.615384615
instructions,979317179.0769231
cycles,1439239554.7692308
stall_cycles,850427336.923077
intra_coh,0.0
inter_coh,0.0
wall_cycles,2153351994.4615383
llc_size,35173675.323076926
local_mem,194873816.61538464
remote_mem,2379460.923076923
