category,streamcluster
runtime,2.051863193511963
l2miss,40096823.7037037
l3miss,103434.81481481482
instructions,2690033574.074074
cycles,1553225969.6296296
stall_cycles,222828791.85185188
intra_coh,0.0
inter_coh,0.0
wall_cycles,2233908611.851852
llc_size,7281.777777777777
local_mem,97090.37037037036
remote_mem,48545.18518518518
