category,streamcluster
runtime,2.265380382537842
l2miss,35499123.22580645
l3miss,106162.58064516129
instructions,2380177074.193548
cycles,1374628906.451613
stall_cycles,195936710.32258064
intra_coh,0.0
inter_coh,0.0
wall_cycles,2236055274.8387094
llc_size,2114.064516129032
local_mem,42281.290322580644
remote_mem,0.0
