category,streamcluster
runtime,2.4321203231811523
l2miss,32487001.111111112
l3miss,99976.11111111111
instructions,2181190860.5555553
cycles,1261236265.0
stall_cycles,179892050.0
intra_coh,0.0
inter_coh,1.6666666666666665
wall_cycles,2189660270.0
llc_size,10922.666666666666
local_mem,36408.88888888889
remote_mem,218453.3333333333
