category,streamcluster
runtime,2.4149441719055176
l2miss,32606802.285714284
l3miss,97025.71428571429
instructions,2177781748.571429
cycles,1227846854.857143
stall_cycles,153220104.0
intra_coh,0.0
inter_coh,0.0
wall_cycles,2200523500.5714283
llc_size,11234.742857142857
local_mem,187245.71428571426
remote_mem,37449.142857142855
